supplier_id,transport_company_id,site_id,transport_date,distance_km,co2_emissions_kg,transport_cost,transported_weight_kg
8,5,3,2025-07-09,1779.78,4.81,1180.51,183.28
1,2,4,2025-07-09,720.9,4.04,812.07,68.47
2,3,4,2025-07-09,1074.89,5.57,1112.77,71.75
3,2,4,2025-07-09,919.07,4.98,982.97,65.03
4,5,4,2025-07-09,1968.65,2.11,1287.82,69.61
5,1,4,2025-07-09,1282.87,7.55,1507.91,69.2
6,4,4,2025-07-09,738.48,1.18,625.93,66.36
7,2,4,2025-07-09,637.0,3.83,701.39,75.43
8,5,4,2025-07-09,1319.15,1.39,846.76,72.67
1,4,5,2025-07-09,596.28,4.97,520.27,335.27
2,4,5,2025-07-09,655.64,6.18,559.3,377.54
3,1,5,2025-07-09,1094.46,29.52,1249.71,324.28
4,5,5,2025-07-09,1716.97,9.05,1122.71,340.06
5,4,5,2025-07-09,1041.19,10.41,906.49,383.58
6,1,5,2025-07-09,616.06,17.55,705.62,329.28
7,2,5,2025-07-09,863.51,23.65,945.98,354.59
8,3,5,2025-07-09,1230.44,28.73,1291.33,321.98
1,2,1,2025-07-10,458.88,3.08,499.7,88.09
2,2,1,2025-07-10,749.61,5.53,834.48,92.32
3,2,1,2025-07-10,887.44,6.62,995.75,89.29
4,3,1,2025-07-10,1885.78,10.75,2029.16,79.13
5,4,1,2025-07-10,928.72,1.74,783.6,76.68
6,4,1,2025-07-10,457.81,0.91,400.62,80.61
7,2,1,2025-07-10,781.77,5.84,857.0,89.22
8,3,1,2025-07-10,1407.01,9.8,1476.8,89.1
1,2,2,2025-07-10,535.4,0.52,593.06,11.78
2,2,2,2025-07-10,960.55,1.06,1026.95,13.72
3,2,2,2025-07-10,636.07,0.58,698.7,11.78
4,5,2,2025-07-10,2134.2,0.43,1409.45,13.4
5,1,2,2025-07-10,1164.46,1.31,1317.03,13.14
6,4,2,2025-07-10,533.72,0.16,458.7,11.76
7,1,2,2025-07-10,985.18,1.11,1134.72,13.37
8,5,2,2025-07-10,1674.13,0.28,1079.67,11.71
1,4,3,2025-07-10,290.91,0.87,253.36,124.85
2,2,3,2025-07-10,1002.09,10.24,1111.13,133.78
3,1,3,2025-07-10,458.37,5.68,542.81,142.72
4,5,3,2025-07-10,2143.46,4.32,1352.46,138.73
5,4,3,2025-07-10,987.0,3.44,841.0,137.53
6,4,3,2025-07-10,314.83,0.98,263.95,124.43
7,2,3,2025-07-10,1027.25,12.21,1148.76,148.33
8,5,3,2025-07-10,1849.13,3.64,1230.31,134.5
1,1,4,2025-07-10,737.22,3.64,858.66,59.31
2,2,4,2025-07-10,1028.36,5.02,1117.76,61.66
3,2,4,2025-07-10,868.4,4.26,975.9,62.52
4,5,4,2025-07-10,1942.8,1.78,1283.26,59.49
5,2,4,2025-07-10,1312.91,5.94,1452.98,58.02
6,4,4,2025-07-10,707.56,0.97,600.93,54.01
7,2,4,2025-07-10,635.22,2.97,700.51,59.58
8,3,4,2025-07-10,1323.8,6.29,1399.8,64.09
1,4,5,2025-07-10,627.23,5.42,530.46,360.11
2,3,5,2025-07-10,643.72,17.97,670.74,383.84
3,1,5,2025-07-10,1164.56,39.34,1304.55,394.17
4,5,5,2025-07-10,1660.61,10.01,1076.53,406.3
5,4,5,2025-07-10,1004.21,10.26,858.74,402.0
6,1,5,2025-07-10,624.75,20.39,735.0,394.05
7,4,5,2025-07-10,890.36,8.33,762.62,383.24
8,3,5,2025-07-10,1210.72,30.69,1254.03,339.07
1,4,1,2025-07-11,472.73,0.89,406.63,71.62
2,2,1,2025-07-11,698.67,4.3,778.9,73.78
3,5,1,2025-07-11,941.73,1.03,628.31,75.01
4,5,1,2025-07-11,1818.15,2.06,1209.86,73.35
5,4,1,2025-07-11,924.8,1.82,794.54,77.52
6,2,1,2025-07-11,485.31,2.86,540.34,74.48
7,1,1,2025-07-11,779.0,4.98,876.91,72.63
8,5,1,2025-07-11,1469.89,1.64,963.86,74.76
1,4,2,2025-07-11,527.25,0.12,439.24,8.61
2,2,2,2025-07-11,967.03,0.59,1054.57,7.26
3,2,2,2025-07-11,638.58,0.36,687.81,7.37
4,5,2,2025-07-11,2038.33,0.23,1314.52,7.81
5,1,2,2025-07-11,1121.2,0.69,1295.01,7.22
6,4,2,2025-07-11,531.77,0.11,447.74,8.57
7,2,2,2025-07-11,962.1,0.56,1080.76,7.46
8,5,2,2025-07-11,1575.69,0.17,1005.04,7.23
1,1,3,2025-07-11,309.99,4.16,367.61,158.01
2,3,3,2025-07-11,1040.63,12.6,1093.67,166.67
3,5,3,2025-07-11,458.63,0.93,293.69,137.93
4,3,3,2025-07-11,2090.34,22.63,2235.82,137.72
5,4,3,2025-07-11,994.7,3.95,823.3,158.83
6,1,3,2025-07-11,288.81,3.33,332.98,138.96
7,4,3,2025-07-11,1079.24,4.47,933.36,164.34
8,5,3,2025-07-11,1821.26,3.88,1182.73,137.12
1,4,4,2025-07-11,696.97,1.1,609.21,63.85
2,3,4,2025-07-11,1020.13,5.16,1052.12,67.44
3,2,4,2025-07-11,939.8,4.22,1048.77,56.24
4,5,4,2025-07-11,1876.58,1.53,1227.1,56.66
5,1,4,2025-07-11,1351.63,7.55,1559.84,68.37
6,2,4,2025-07-11,704.7,3.62,774.03,66.19
7,2,4,2025-07-11,682.39,3.34,730.71,59.15
8,3,4,2025-07-11,1293.66,5.48,1383.37,57.74
1,1,5,2025-07-11,614.65,17.58,691.44,339.86
2,2,5,2025-07-11,630.58,15.87,691.1,317.38
3,5,5,2025-07-11,1095.05,5.83,706.51,364.19
4,5,5,2025-07-11,1640.46,8.14,1039.78,343.02
5,1,5,2025-07-11,1040.04,33.8,1174.88,373.1
6,4,5,2025-07-11,608.47,4.93,515.21,311.93
7,4,5,2025-07-11,879.36,8.59,752.7,374.89
8,3,5,2025-07-11,1240.78,28.89,1272.71,311.59
1,1,1,2025-07-12,492.16,1.33,578.24,31.61
2,3,1,2025-07-12,746.6,2.03,806.48,35.17
3,2,1,2025-07-12,926.95,2.47,1035.93,32.33
4,3,1,2025-07-12,1760.59,4.77,1824.79,37.0
5,4,1,2025-07-12,918.08,0.9,776.86,37.71
6,2,1,2025-07-12,484.93,1.46,523.85,37.22
7,1,1,2025-07-12,765.47,2.05,863.59,32.6
8,5,1,2025-07-12,1437.28,0.74,958.48,34.68
1,2,2,2025-07-12,552.92,0.13,591.26,3.08
2,2,2,2025-07-12,1014.91,0.24,1130.51,3.13
3,5,2,2025-07-12,620.27,0.03,405.78,3.21
4,3,2,2025-07-12,2005.81,0.49,2071.29,3.2
5,2,2,2025-07-12,1115.85,0.25,1242.83,2.88
6,2,2,2025-07-12,550.79,0.13,589.65,2.85
7,4,2,2025-07-12,980.37,0.08,846.89,3.28
8,5,2,2025-07-12,1605.99,0.08,1053.11,3.3
1,1,3,2025-07-12,308.59,1.09,350.44,39.7
2,2,3,2025-07-12,1009.19,3.4,1135.47,41.23
3,1,3,2025-07-12,452.33,1.81,532.06,45.59
4,5,3,2025-07-12,2110.36,1.48,1361.64,45.26
5,4,3,2025-07-12,912.8,0.97,754.65,42.94
6,4,3,2025-07-12,287.83,0.34,247.82,47.99
7,4,3,2025-07-12,1022.59,1.13,846.47,46.33
8,5,3,2025-07-12,1839.8,1.32,1215.85,47.46
1,4,4,2025-07-12,739.37,0.49,612.59,26.11
2,4,4,2025-07-12,1019.75,0.75,867.01,30.01
3,5,4,2025-07-12,909.19,0.41,574.95,29.6
4,5,4,2025-07-12,1989.82,0.86,1331.81,29.52
5,2,4,2025-07-12,1342.64,3.22,1450.88,30.51
6,2,4,2025-07-12,717.63,1.71,812.95,28.75
7,2,4,2025-07-12,617.94,1.27,660.13,26.51
8,5,4,2025-07-12,1339.93,0.59,868.52,28.69
1,4,5,2025-07-12,630.02,1.74,524.49,116.09
2,4,5,2025-07-12,660.25,2.24,547.59,131.73
3,5,5,2025-07-12,1142.65,2.18,726.46,133.55
4,3,5,2025-07-12,1689.12,14.42,1784.24,112.18
5,4,5,2025-07-12,997.87,3.19,826.22,125.95
6,1,5,2025-07-12,650.67,6.82,734.83,124.55
7,1,5,2025-07-12,836.8,9.63,974.92,133.13
8,5,5,2025-07-12,1245.62,2.32,788.51,124.33
1,2,1,2025-07-14,478.04,3.97,527.17,101.84
2,2,1,2025-07-14,691.57,5.57,774.29,99.21
3,5,1,2025-07-14,936.79,1.32,609.17,98.59
4,3,1,2025-07-14,1875.11,15.54,1993.08,112.05
5,4,1,2025-07-14,916.73,2.66,763.71,112.64
6,2,1,2025-07-14,487.17,4.15,527.59,110.81
7,2,1,2025-07-14,730.51,6.72,825.73,111.34
8,5,1,2025-07-14,1493.08,2.47,977.54,107.31
1,2,2,2025-07-14,515.42,0.49,565.97,12.37
2,3,2,2025-07-14,1017.17,0.98,1066.42,12.93
3,2,2,2025-07-14,622.56,0.64,684.55,12.5
4,5,2,2025-07-14,2001.24,0.39,1300.81,12.25
5,4,2,2025-07-14,1119.96,0.38,959.1,13.27
6,4,2,2025-07-14,564.04,0.18,480.6,12.76
7,2,2,2025-07-14,939.23,0.94,1009.99,12.57
8,5,2,2025-07-14,1591.36,0.26,1015.84,11.23
1,4,3,2025-07-14,296.4,1.05,247.34,140.34
2,3,3,2025-07-14,1082.53,10.6,1132.57,136.14
3,5,3,2025-07-14,453.38,0.92,287.33,139.06
4,3,3,2025-07-14,2143.97,24.13,2190.43,149.23
5,4,3,2025-07-14,939.86,3.31,810.71,136.75
6,2,3,2025-07-14,296.22,3.43,321.05,139.79
7,4,3,2025-07-14,1015.52,3.54,878.58,136.85
8,5,3,2025-07-14,1755.64,3.74,1146.06,147.72
1,2,4,2025-07-14,726.54,3.8,811.74,67.34
2,2,4,2025-07-14,1044.97,5.34,1124.49,66.12
3,5,4,2025-07-14,874.89,0.84,566.73,64.42
4,3,4,2025-07-14,2007.18,9.73,2136.18,66.08
5,2,4,2025-07-14,1283.56,7.14,1397.1,68.56
6,2,4,2025-07-14,733.88,3.82,824.71,65.13
7,1,4,2025-07-14,647.31,3.51,752.71,61.34
8,3,4,2025-07-14,1323.24,6.14,1390.27,62.84
1,4,5,2025-07-14,593.74,4.84,493.03,325.93
2,4,5,2025-07-14,626.65,5.2,539.22,343.43
3,5,5,2025-07-14,1096.48,5.4,723.36,332.04
4,5,5,2025-07-14,1691.62,7.67,1126.63,304.73
5,2,5,2025-07-14,1018.19,25.73,1115.26,318.81
6,2,5,2025-07-14,649.54,17.38,710.6,333.25
7,2,5,2025-07-14,856.17,21.09,949.58,299.7
8,5,5,2025-07-14,1220.75,5.45,774.59,289.27
1,2,1,2025-07-15,453.36,2.58,498.68,69.39
2,4,1,2025-07-15,697.89,1.17,580.01,66.49
3,1,1,2025-07-15,864.61,4.92,997.87,69.92
4,5,1,2025-07-15,1870.59,2.15,1195.47,75.67
5,1,1,2025-07-15,923.64,5.91,1054.77,74.62
6,2,1,2025-07-15,456.38,2.44,506.8,66.89
7,1,1,2025-07-15,719.19,4.23,812.47,72.59
8,5,1,2025-07-15,1431.07,1.3,957.25,63.36
1,2,2,2025-07-15,528.46,0.53,577.41,12.22
2,3,2,2025-07-15,1012.55,0.81,1057.94,10.88
3,1,2,2025-07-15,589.2,0.51,666.75,10.53
4,5,2,2025-07-15,2110.07,0.37,1342.32,11.53
5,1,2,2025-07-15,1158.01,1.03,1298.54,10.13
6,2,2,2025-07-15,526.29,0.44,574.97,10.79
7,1,2,2025-07-15,989.74,1.05,1161.1,11.93
8,5,2,2025-07-15,1645.43,0.26,1064.27,10.24
1,1,3,2025-07-15,312.79,3.44,351.47,123.25
2,4,3,2025-07-15,1102.0,3.25,928.5,119.13
3,1,3,2025-07-15,439.19,4.62,496.81,129.06
4,3,3,2025-07-15,2126.4,20.05,2220.49,125.89
5,2,3,2025-07-15,951.39,9.93,1032.46,132.57
6,1,3,2025-07-15,300.86,3.36,339.71,133.77
7,1,3,2025-07-15,1068.28,10.83,1252.38,121.02
8,3,3,2025-07-15,1803.22,18.35,1942.59,134.41
1,2,4,2025-07-15,749.14,5.53,827.6,88.97
2,3,4,2025-07-15,1065.41,6.21,1117.68,78.73
3,1,4,2025-07-15,905.92,6.64,1061.84,89.09
4,3,4,2025-07-15,1885.69,13.33,1997.9,90.98
5,1,4,2025-07-15,1319.55,9.02,1528.24,79.78
6,4,4,2025-07-15,692.13,1.3,574.25,78.93
7,4,4,2025-07-15,680.0,1.5,581.39,88.91
8,3,4,2025-07-15,1360.87,8.08,1414.42,81.91
1,1,5,2025-07-15,645.16,18.57,724.86,328.04
2,3,5,2025-07-15,637.13,12.76,687.99,279.66
3,5,5,2025-07-15,1127.31,5.06,734.67,295.93
4,5,5,2025-07-15,1683.55,8.0,1108.76,315.45
5,1,5,2025-07-15,1046.15,30.07,1188.79,334.86
6,2,5,2025-07-15,617.34,16.42,701.07,318.14
7,2,5,2025-07-15,834.03,19.88,899.88,293.83
8,5,5,2025-07-15,1211.42,5.0,796.46,286.23
1,1,1,2025-07-16,451.12,3.07,508.46,81.54
2,2,1,2025-07-16,709.87,5.43,766.46,95.25
3,1,1,2025-07-16,881.08,7.04,1043.1,90.15
4,3,1,2025-07-16,1784.8,12.8,1847.05,93.42
5,1,1,2025-07-16,939.84,6.81,1065.18,88.96
6,1,1,2025-07-16,446.97,3.07,525.36,82.93
7,2,1,2025-07-16,724.42,5.19,775.8,90.03
8,5,1,2025-07-16,1446.24,1.8,947.26,80.97
1,4,2,2025-07-16,523.69,0.11,449.49,8.03
2,4,2,2025-07-16,979.36,0.19,842.92,7.61
3,2,2,2025-07-16,607.75,0.4,684.49,8.0
4,5,2,2025-07-16,2047.29,0.2,1342.78,6.78
5,1,2,2025-07-16,1183.75,0.75,1340.26,7.81
6,1,2,2025-07-16,550.74,0.36,617.22,7.87
7,4,2,2025-07-16,966.46,0.19,839.44,7.76
8,3,2,2025-07-16,1614.3,0.92,1679.29,7.26
1,1,3,2025-07-16,297.97,3.72,349.57,153.45
2,4,3,2025-07-16,1101.32,4.36,919.31,163.17
3,2,3,2025-07-16,461.36,6.58,501.29,174.73
4,5,3,2025-07-16,2243.85,5.17,1486.11,151.21
5,1,3,2025-07-16,978.03,12.93,1118.64,160.56
6,1,3,2025-07-16,314.11,4.51,362.31,164.25
7,4,3,2025-07-16,1042.28,3.92,899.74,144.86
8,3,3,2025-07-16,1759.36,21.19,1893.77,165.03
1,2,4,2025-07-16,739.68,3.59,819.3,60.56
2,4,4,2025-07-16,1022.2,1.78,878.89,68.1
3,5,4,2025-07-16,871.84,0.74,558.52,58.64
4,5,4,2025-07-16,1992.88,1.91,1333.33,62.03
5,4,4,2025-07-16,1235.43,1.87,1054.32,63.74
6,2,4,2025-07-16,724.78,3.87,811.98,66.03
7,2,4,2025-07-16,630.36,3.09,690.59,62.04
8,5,4,2025-07-16,1299.41,1.15,820.2,58.5
1,2,5,2025-07-16,645.54,17.64,727.65,337.76
2,4,5,2025-07-16,635.67,5.5,532.04,337.8
3,2,5,2025-07-16,1159.51,30.24,1305.72,336.24
4,3,5,2025-07-16,1735.36,47.97,1809.45,364.46
5,1,5,2025-07-16,1058.59,30.01,1192.71,327.31
6,4,5,2025-07-16,632.65,5.67,537.87,376.57
7,2,5,2025-07-16,836.62,25.22,941.24,359.59
8,5,5,2025-07-16,1216.17,6.82,769.39,365.42
1,2,1,2025-07-17,481.0,2.7,529.77,70.3
2,2,1,2025-07-17,694.13,3.88,773.58,70.44
3,5,1,2025-07-17,925.82,1.07,585.59,73.47
4,3,1,2025-07-17,1920.95,10.98,2033.92,78.8
5,4,1,2025-07-17,865.08,1.6,752.99,74.21
6,4,1,2025-07-17,484.85,0.93,406.05,76.25
7,2,1,2025-07-17,763.11,4.9,831.21,77.55
8,3,1,2025-07-17,1515.86,8.08,1586.72,68.35
1,2,2,2025-07-17,564.19,0.41,620.63,8.86
2,2,2,2025-07-17,937.89,0.67,1013.56,8.65
3,1,2,2025-07-17,644.66,0.54,726.44,9.89
4,3,2,2025-07-17,1958.54,1.34,2091.29,8.88
5,4,2,2025-07-17,1194.69,0.26,999.41,9.31
6,4,2,2025-07-17,518.16,0.12,438.33,9.54
7,4,2,2025-07-17,992.92,0.24,865.21,9.39
8,3,2,2025-07-17,1578.67,0.95,1633.1,8.38
1,4,3,2025-07-17,287.62,1.12,252.69,156.07
2,2,3,2025-07-17,1042.08,14.5,1157.95,173.4
3,5,3,2025-07-17,436.12,1.16,286.38,180.58
4,5,3,2025-07-17,2279.61,6.1,1449.78,183.83
5,1,3,2025-07-17,929.11,14.18,1054.91,176.63
6,4,3,2025-07-17,291.15,1.15,247.47,164.99
7,1,3,2025-07-17,1088.93,16.51,1246.56,182.14
8,3,3,2025-07-17,1712.16,20.49,1770.74,164.54
1,2,4,2025-07-17,708.04,4.45,762.54,78.05
2,4,4,2025-07-17,1047.1,2.06,900.36,81.48
3,5,4,2025-07-17,875.88,1.06,582.14,81.25
4,5,4,2025-07-17,1877.94,1.9,1241.67,68.23
5,4,4,2025-07-17,1302.96,2.65,1112.09,78.33
6,4,4,2025-07-17,723.91,1.46,627.89,77.6
7,2,4,2025-07-17,645.03,4.19,725.94,77.9
8,3,4,2025-07-17,1350.01,7.16,1442.91,73.88
1,4,5,2025-07-17,622.3,6.36,535.87,405.86
2,4,5,2025-07-17,658.83,6.05,562.22,375.84
3,1,5,2025-07-17,1124.11,34.69,1284.86,372.31
4,5,5,2025-07-17,1773.0,10.91,1171.41,428.08
5,2,5,2025-07-17,1084.47,31.77,1201.09,380.89
6,4,5,2025-07-17,590.9,6.56,502.84,440.44
7,2,5,2025-07-17,869.37,25.78,977.35,366.11
8,5,5,2025-07-17,1297.05,8.33,851.73,427.78
1,4,1,2025-07-18,451.48,1.15,378.53,100.75
2,3,1,2025-07-18,735.86,4.78,788.67,83.27
3,5,1,2025-07-18,872.21,1.1,553.2,86.99
4,5,1,2025-07-18,1804.06,2.63,1160.15,99.99
5,2,1,2025-07-18,935.68,6.5,1044.92,82.82
6,4,1,2025-07-18,450.01,1.0,386.83,89.19
7,1,1,2025-07-18,716.64,5.95,832.7,99.11
8,5,1,2025-07-18,1487.09,2.07,992.54,95.04
1,1,2,2025-07-18,537.31,0.39,621.48,8.57
2,3,2,2025-07-18,975.69,0.6,1026.13,8.19
3,5,2,2025-07-18,646.48,0.07,426.05,7.35
4,3,2,2025-07-18,2103.77,1.07,2246.09,7.14
5,4,2,2025-07-18,1169.1,0.24,1009.07,8.55
6,2,2,2025-07-18,539.7,0.39,603.82,8.62
7,2,2,2025-07-18,940.74,0.61,1034.39,8.17
8,3,2,2025-07-18,1714.76,1.01,1749.04,7.53
1,4,3,2025-07-18,314.57,1.34,262.01,171.64
2,3,3,2025-07-18,1024.5,13.03,1053.18,162.18
3,2,3,2025-07-18,441.03,6.53,492.89,185.07
4,5,3,2025-07-18,2193.4,4.91,1393.91,156.79
5,2,3,2025-07-18,946.79,11.32,1032.28,153.36
6,1,3,2025-07-18,305.79,4.43,359.17,175.3
7,2,3,2025-07-18,1023.15,13.21,1122.06,163.35
8,5,3,2025-07-18,1828.31,4.57,1202.17,161.6
1,1,4,2025-07-18,730.01,3.87,826.5,60.52
2,2,4,2025-07-18,1081.79,5.73,1207.89,65.63
3,5,4,2025-07-18,906.61,0.89,577.68,63.23
4,5,4,2025-07-18,1856.85,1.91,1238.46,71.12
5,4,4,2025-07-18,1259.91,1.91,1102.11,61.0
6,1,4,2025-07-18,693.78,3.5,791.74,60.87
7,2,4,2025-07-18,670.51,3.37,723.44,61.05
8,5,4,2025-07-18,1362.78,1.46,860.8,71.68
1,2,5,2025-07-18,604.01,16.99,677.55,359.92
2,2,5,2025-07-18,640.52,17.43,699.58,334.08
3,5,5,2025-07-18,1130.52,5.56,753.44,333.98
4,3,5,2025-07-18,1649.94,38.1,1694.87,312.98
5,1,5,2025-07-18,1009.42,32.59,1175.01,365.19
6,1,5,2025-07-18,612.51,17.33,704.32,341.43
7,4,5,2025-07-18,824.83,7.35,688.31,361.64
8,3,5,2025-07-18,1309.72,31.25,1408.65,329.15
1,2,1,2025-07-19,477.24,1.13,521.04,28.94
2,2,1,2025-07-19,724.36,1.56,793.48,27.47
3,1,1,2025-07-19,929.93,1.97,1080.5,24.49
4,5,1,2025-07-19,1807.47,0.69,1145.76,24.66
5,2,1,2025-07-19,931.59,1.86,1041.22,25.66
6,2,1,2025-07-19,471.66,0.94,525.95,24.73
7,4,1,2025-07-19,740.16,0.48,633.58,26.74
8,5,1,2025-07-19,1517.79,0.55,968.65,24.88
1,4,2,2025-07-19,533.0,0.03,441.0,2.55
2,2,2,2025-07-19,1024.0,0.23,1151.84,2.83
3,1,2,2025-07-19,620.49,0.12,726.69,2.45
4,5,2,2025-07-19,1956.84,0.08,1240.52,2.7
5,4,2,2025-07-19,1193.99,0.08,997.36,2.77
6,2,2,2025-07-19,555.57,0.13,605.96,2.87
7,2,2,2025-07-19,969.36,0.21,1050.53,2.69
8,5,2,2025-07-19,1660.81,0.06,1049.35,2.57
1,2,3,2025-07-19,293.47,1.16,321.16,49.54
2,4,3,2025-07-19,1089.25,1.59,928.91,59.02
3,1,3,2025-07-19,470.71,2.22,537.6,56.27
4,3,3,2025-07-19,2199.3,9.4,2353.55,55.42
5,4,3,2025-07-19,935.91,1.28,810.51,56.05
6,1,3,2025-07-19,302.48,1.24,355.7,50.48
7,1,3,2025-07-19,1046.62,5.06,1238.84,58.32
8,3,3,2025-07-19,1818.55,6.92,1859.6,49.44
1,4,4,2025-07-19,745.52,0.47,638.93,26.02
2,3,4,2025-07-19,1046.72,1.83,1129.12,24.19
3,2,4,2025-07-19,915.16,1.86,1005.57,26.4
4,3,4,2025-07-19,1876.75,3.22,1927.28,23.96
5,1,4,2025-07-19,1319.38,2.64,1535.1,23.16
6,4,4,2025-07-19,705.39,0.45,615.42,25.33
7,2,4,2025-07-19,679.1,1.44,750.59,26.62
8,3,4,2025-07-19,1375.07,2.3,1474.48,23.22
1,4,5,2025-07-19,645.44,2.62,544.49,158.55
2,3,5,2025-07-19,656.79,7.97,696.38,164.13
3,2,5,2025-07-19,1176.8,15.31,1313.84,168.11
4,3,5,2025-07-19,1698.81,21.8,1824.34,168.06
5,1,5,2025-07-19,1043.64,12.43,1227.16,144.05
6,4,5,2025-07-19,606.35,2.08,530.94,141.46
7,2,5,2025-07-19,880.81,11.9,947.59,169.31
8,5,5,2025-07-19,1302.27,2.78,855.83,149.19
1,1,1,2025-07-21,459.57,3.78,525.45,98.43
2,2,1,2025-07-21,695.76,4.93,787.32,88.53
3,1,1,2025-07-21,886.52,7.59,1039.34,98.69
4,3,1,2025-07-21,1764.5,12.41,1868.86,95.74
5,4,1,2025-07-21,887.09,2.22,776.41,96.07
6,1,1,2025-07-21,467.29,3.88,537.97,98.58
7,2,1,2025-07-21,726.19,5.31,788.55,93.02
8,3,1,2025-07-21,1496.39,11.14,1594.04,99.73
1,1,2,2025-07-21,551.63,0.33,631.35,7.34
2,4,2,2025-07-21,987.69,0.17,820.43,6.7
3,1,2,2025-07-21,597.55,0.33,673.45,6.58
4,5,2,2025-07-21,1987.21,0.22,1330.23,7.5
5,4,2,2025-07-21,1136.82,0.23,959.56,7.86
6,2,2,2025-07-21,524.7,0.3,572.28,7.31
7,1,2,2025-07-21,913.08,0.5,1053.92,6.62
8,3,2,2025-07-21,1578.31,0.82,1688.11,7.24
1,2,3,2025-07-21,286.55,3.99,316.43,168.51
2,2,3,2025-07-21,1008.57,12.26,1090.62,152.31
3,2,3,2025-07-21,469.86,6.49,504.79,172.44
4,3,3,2025-07-21,2240.56,28.51,2336.3,162.96
5,4,3,2025-07-21,981.3,4.2,831.06,170.95
6,4,3,2025-07-21,285.56,1.2,239.28,168.01
7,4,3,2025-07-21,1066.3,4.53,931.83,163.74
8,3,3,2025-07-21,1804.04,24.92,1878.61,175.83
1,1,4,2025-07-21,726.93,3.7,832.36,60.9
2,2,4,2025-07-21,1011.3,4.65,1133.79,55.76
3,5,4,2025-07-21,901.45,0.78,584.9,58.78
4,5,4,2025-07-21,2006.46,1.56,1266.46,53.63
5,4,4,2025-07-21,1303.35,1.75,1075.23,53.95
6,4,4,2025-07-21,704.38,0.94,587.27,54.07
7,4,4,2025-07-21,635.68,1.07,526.15,64.49
8,5,4,2025-07-21,1349.14,1.19,876.47,57.42
1,2,5,2025-07-21,631.33,16.44,701.55,310.22
2,4,5,2025-07-21,666.45,4.9,573.0,308.01
3,2,5,2025-07-21,1112.74,26.86,1211.99,304.45
4,5,5,2025-07-21,1636.75,7.31,1055.4,299.95
5,4,5,2025-07-21,1093.18,8.55,905.91,307.01
6,1,5,2025-07-21,629.38,16.63,745.5,305.88
7,4,5,2025-07-21,888.63,6.71,739.87,305.16
8,5,5,2025-07-21,1220.1,5.4,812.51,300.94
1,4,1,2025-07-22,489.0,0.79,426.67,62.58
2,4,1,2025-07-22,738.16,1.19,610.39,66.26
3,5,1,2025-07-22,935.5,1.0,605.55,68.74
4,5,1,2025-07-22,1856.09,1.89,1240.01,67.2
5,1,1,2025-07-22,859.91,5.33,987.23,69.9
6,1,1,2025-07-22,492.48,2.61,565.35,65.07
7,1,1,2025-07-22,761.48,4.4,866.89,67.25
8,5,1,2025-07-22,1446.04,1.3,944.53,62.12
1,1,2,2025-07-22,536.28,0.37,620.43,8.04
2,2,2,2025-07-22,1021.78,0.64,1153.49,8.03
3,5,2,2025-07-22,589.9,0.07,383.08,8.34
4,3,2,2025-07-22,2027.24,1.17,2121.92,7.71
5,2,2,2025-07-22,1182.93,0.74,1316.71,7.89
6,4,2,2025-07-22,520.54,0.1,449.89,7.68
7,1,2,2025-07-22,965.98,0.73,1141.17,9.19
8,5,2,2025-07-22,1695.59,0.2,1128.04,7.79
1,1,3,2025-07-22,314.67,4.06,353.41,155.83
2,3,3,2025-07-22,1045.57,13.24,1118.5,167.6
3,1,3,2025-07-22,444.03,5.75,507.59,155.41
4,5,3,2025-07-22,2173.74,4.94,1432.84,150.89
5,1,3,2025-07-22,985.67,13.55,1138.03,161.83
6,2,3,2025-07-22,304.6,3.88,327.26,152.21
7,2,3,2025-07-22,1005.18,14.2,1116.79,181.13
8,5,3,2025-07-22,1827.76,4.25,1184.24,154.85
1,4,4,2025-07-22,703.22,1.6,611.35,90.12
2,4,4,2025-07-22,1081.78,2.29,920.13,88.89
3,1,4,2025-07-22,893.36,5.61,1020.7,75.66
4,5,4,2025-07-22,2006.0,2.38,1342.95,79.38
5,2,4,2025-07-22,1330.32,8.45,1463.16,76.57
6,2,4,2025-07-22,748.21,4.73,820.83,79.98
7,4,4,2025-07-22,664.83,1.54,556.94,89.05
8,5,4,2025-07-22,1341.45,1.88,893.0,89.87
1,4,5,2025-07-22,619.37,5.12,523.69,348.17
2,3,5,2025-07-22,671.67,17.35,693.92,358.04
3,5,5,2025-07-22,1175.81,6.01,765.86,348.65
4,5,5,2025-07-22,1765.0,9.6,1165.05,371.87
5,4,5,2025-07-22,1050.33,9.39,906.88,360.43
6,4,5,2025-07-22,624.46,5.01,524.01,332.3
7,1,5,2025-07-22,856.48,27.66,1012.95,368.78
8,3,5,2025-07-22,1202.83,31.55,1263.68,367.18
1,1,1,2025-07-23,456.45,3.77,510.5,95.67
2,4,1,2025-07-23,703.66,1.61,593.46,87.65
3,2,1,2025-07-23,938.13,6.45,1053.21,87.15
4,5,1,2025-07-23,1777.94,2.58,1147.9,95.33
5,1,1,2025-07-23,881.7,6.5,998.59,86.01
6,1,1,2025-07-23,488.42,3.67,556.3,85.73
7,2,1,2025-07-23,761.47,5.47,847.0,87.3
8,5,1,2025-07-23,1486.52,1.89,965.23,85.69
1,2,2,2025-07-23,533.78,0.46,583.54,10.86
2,4,2,2025-07-23,965.57,0.22,841.9,9.13
