site_id,product_id,production_date,quantity_produced,production_duration_minutes
3,5,2025-08-05,245,327
3,6,2025-08-05,410,351
4,7,2025-08-05,77,308
4,8,2025-08-05,98,294
5,9,2025-08-05,824,275
5,10,2025-08-05,602,241
1,1,2025-08-06,130,390
1,2,2025-08-06,157,269
2,3,2025-08-06,5,300
2,4,2025-08-06,13,390
3,5,2025-08-06,199,265
3,6,2025-08-06,410,351
4,7,2025-08-06,80,320
4,8,2025-08-06,117,351
5,9,2025-08-06,1178,393
5,10,2025-08-06,911,364
1,1,2025-08-07,115,345
1,2,2025-08-07,156,267
2,3,2025-08-07,8,480
2,4,2025-08-07,7,210
3,5,2025-08-07,211,281
3,6,2025-08-07,395,339
4,7,2025-08-07,70,280
4,8,2025-08-07,131,393
5,9,2025-08-07,1238,413
5,10,2025-08-07,710,284
1,1,2025-08-08,129,387
1,2,2025-08-08,192,329
2,3,2025-08-08,10,600
2,4,2025-08-08,7,210
3,5,2025-08-08,230,307
3,6,2025-08-08,397,340
4,7,2025-08-08,86,344
4,8,2025-08-08,79,237
5,9,2025-08-08,1160,387
5,10,2025-08-08,738,295
1,1,2025-08-09,74,222
1,2,2025-08-09,124,213
2,3,2025-08-09,4,240
2,4,2025-08-09,5,150
3,5,2025-08-09,149,199
3,6,2025-08-09,322,276
4,7,2025-08-09,32,128
4,8,2025-08-09,75,225
5,9,2025-08-09,728,243
5,10,2025-08-09,580,232
1,1,2025-08-11,139,417
1,2,2025-08-11,230,394
2,3,2025-08-11,5,300
2,4,2025-08-11,11,330
3,5,2025-08-11,350,467
3,6,2025-08-11,386,331
4,7,2025-08-11,50,200
4,8,2025-08-11,102,306
5,9,2025-08-11,901,300
5,10,2025-08-11,825,330
1,1,2025-08-12,115,345
1,2,2025-08-12,175,300
2,3,2025-08-12,5,300
2,4,2025-08-12,10,300
3,5,2025-08-12,355,473
3,6,2025-08-12,328,281
4,7,2025-08-12,77,308
4,8,2025-08-12,91,273
5,9,2025-08-12,1294,431
5,10,2025-08-12,578,231
1,1,2025-08-13,90,270
1,2,2025-08-13,224,384
2,3,2025-08-13,8,480
2,4,2025-08-13,11,330
3,5,2025-08-13,204,272
3,6,2025-08-13,308,264
4,7,2025-08-13,50,200
4,8,2025-08-13,75,225
5,9,2025-08-13,1290,430
5,10,2025-08-13,635,254
1,1,2025-08-14,121,363
1,2,2025-08-14,166,285
2,3,2025-08-14,10,600
2,4,2025-08-14,12,360
3,5,2025-08-14,200,267
3,6,2025-08-14,452,387
4,7,2025-08-14,85,340
4,8,2025-08-14,139,417
5,9,2025-08-14,996,332
5,10,2025-08-14,828,331
1,1,2025-08-15,99,297
1,2,2025-08-15,201,345
2,3,2025-08-15,5,300
2,4,2025-08-15,12,360
3,5,2025-08-15,283,377
3,6,2025-08-15,439,376
4,7,2025-08-15,49,196
4,8,2025-08-15,77,231
5,9,2025-08-15,861,287
5,10,2025-08-15,725,290
1,1,2025-08-16,64,192
1,2,2025-08-16,121,207
2,3,2025-08-16,4,240
2,4,2025-08-16,5,150
3,5,2025-08-16,178,237
3,6,2025-08-16,292,250
4,7,2025-08-16,32,128
4,8,2025-08-16,66,198
5,9,2025-08-16,616,205
5,10,2025-08-16,525,210
1,1,2025-08-18,109,327
1,2,2025-08-18,155,266
2,3,2025-08-18,6,360
2,4,2025-08-18,13,390
3,5,2025-08-18,268,357
3,6,2025-08-18,343,294
4,7,2025-08-18,51,204
4,8,2025-08-18,76,228
5,9,2025-08-18,997,332
5,10,2025-08-18,984,394
1,1,2025-08-19,104,312
1,2,2025-08-19,218,374
2,3,2025-08-19,7,420
2,4,2025-08-19,9,270
3,5,2025-08-19,240,320
3,6,2025-08-19,400,343
4,7,2025-08-19,81,324
4,8,2025-08-19,110,330
5,9,2025-08-19,894,298
5,10,2025-08-19,890,356
1,1,2025-08-20,90,270
1,2,2025-08-20,203,348
2,3,2025-08-20,8,480
2,4,2025-08-20,13,390
3,5,2025-08-20,344,459
3,6,2025-08-20,394,338
4,7,2025-08-20,76,304
4,8,2025-08-20,72,216
5,9,2025-08-20,792,264
5,10,2025-08-20,983,393
1,1,2025-08-21,105,315
1,2,2025-08-21,204,350
2,3,2025-08-21,7,420
2,4,2025-08-21,9,270
3,5,2025-08-21,258,344
3,6,2025-08-21,479,411
4,7,2025-08-21,67,268
4,8,2025-08-21,76,228
5,9,2025-08-21,751,250
5,10,2025-08-21,644,258
1,1,2025-08-22,111,333
1,2,2025-08-22,216,370
2,3,2025-08-22,10,600
2,4,2025-08-22,13,390
3,5,2025-08-22,280,373
3,6,2025-08-22,464,398
4,7,2025-08-22,45,180
4,8,2025-08-22,83,249
5,9,2025-08-22,1141,380
5,10,2025-08-22,568,227
1,1,2025-08-23,82,246
1,2,2025-08-23,104,178
2,3,2025-08-23,5,300
2,4,2025-08-23,7,210
3,5,2025-08-23,190,253
3,6,2025-08-23,247,212
4,7,2025-08-23,28,112
4,8,2025-08-23,73,219
5,9,2025-08-23,451,150
5,10,2025-08-23,475,190
1,1,2025-08-25,115,345
1,2,2025-08-25,175,300
2,3,2025-08-25,10,600
2,4,2025-08-25,7,210
3,5,2025-08-25,230,307
3,6,2025-08-25,329,282
4,7,2025-08-25,70,280
4,8,2025-08-25,117,351
5,9,2025-08-25,1047,349
5,10,2025-08-25,785,314
1,1,2025-08-26,140,420
1,2,2025-08-26,186,319
2,3,2025-08-26,10,600
2,4,2025-08-26,8,240
3,5,2025-08-26,252,336
3,6,2025-08-26,485,416
4,7,2025-08-26,77,308
4,8,2025-08-26,121,363
5,9,2025-08-26,1212,404
5,10,2025-08-26,520,208
1,1,2025-08-27,82,246
1,2,2025-08-27,144,247
2,3,2025-08-27,5,300
2,4,2025-08-27,11,330
3,5,2025-08-27,337,449
3,6,2025-08-27,458,393
4,7,2025-08-27,74,296
4,8,2025-08-27,89,267
5,9,2025-08-27,1227,409
5,10,2025-08-27,571,228
1,1,2025-08-28,100,300
1,2,2025-08-28,218,374
2,3,2025-08-28,6,360
2,4,2025-08-28,8,240
3,5,2025-08-28,312,416
3,6,2025-08-28,488,418
4,7,2025-08-28,64,256
4,8,2025-08-28,113,339
5,9,2025-08-28,1219,406
5,10,2025-08-28,924,370
1,1,2025-08-29,112,336
1,2,2025-08-29,208,357
2,3,2025-08-29,7,420
2,4,2025-08-29,10,300
3,5,2025-08-29,337,449
3,6,2025-08-29,305,261
4,7,2025-08-29,68,272
4,8,2025-08-29,112,336
5,9,2025-08-29,812,271
5,10,2025-08-29,713,285
1,1,2025-08-30,70,210
1,2,2025-08-30,107,183
2,3,2025-08-30,6,360
2,4,2025-08-30,4,120
3,5,2025-08-30,203,271
3,6,2025-08-30,228,195
4,7,2025-08-30,52,208
4,8,2025-08-30,59,177
5,9,2025-08-30,451,150
5,10,2025-08-30,479,192
1,1,2025-09-01,124,372
1,2,2025-09-01,154,264
2,3,2025-09-01,6,360
2,4,2025-09-01,7,210
3,5,2025-09-01,272,363
3,6,2025-09-01,330,283
4,7,2025-09-01,71,284
4,8,2025-09-01,89,267
5,9,2025-09-01,1122,374
5,10,2025-09-01,853,341
1,1,2025-09-02,93,279
1,2,2025-09-02,192,329
2,3,2025-09-02,9,540
2,4,2025-09-02,14,420
3,5,2025-09-02,175,233
3,6,2025-09-02,430,369
4,7,2025-09-02,53,212
4,8,2025-09-02,136,408
5,9,2025-09-02,912,304
5,10,2025-09-02,787,315
1,1,2025-09-03,100,300
1,2,2025-09-03,224,384
2,3,2025-09-03,8,480
2,4,2025-09-03,15,450
3,5,2025-09-03,256,341
3,6,2025-09-03,330,283
4,7,2025-09-03,56,224
4,8,2025-09-03,128,384
5,9,2025-09-03,1245,415
5,10,2025-09-03,675,270
1,1,2025-09-04,114,342
1,2,2025-09-04,185,317
2,3,2025-09-04,10,600
2,4,2025-09-04,11,330
3,5,2025-09-04,283,377
3,6,2025-09-04,299,256
4,7,2025-09-04,60,240
4,8,2025-09-04,105,315
5,9,2025-09-04,1271,424
5,10,2025-09-04,652,261
1,1,2025-09-05,94,282
1,2,2025-09-05,178,305
2,3,2025-09-05,11,660
2,4,2025-09-05,11,330
3,5,2025-09-05,213,284
3,6,2025-09-05,426,365
4,7,2025-09-05,90,360
4,8,2025-09-05,132,396
5,9,2025-09-05,1024,341
5,10,2025-09-05,745,298
1,1,2025-09-06,61,183
1,2,2025-09-06,127,218
2,3,2025-09-06,7,420
2,4,2025-09-06,7,210
3,5,2025-09-06,140,187
3,6,2025-09-06,169,145
4,7,2025-09-06,49,196
4,8,2025-09-06,83,249
5,9,2025-09-06,653,218
5,10,2025-09-06,575,230
1,1,2025-09-08,108,324
1,2,2025-09-08,223,382
2,3,2025-09-08,7,420
2,4,2025-09-08,14,420
3,5,2025-09-08,214,285
3,6,2025-09-08,301,258
4,7,2025-09-08,79,316
4,8,2025-09-08,104,312
5,9,2025-09-08,1275,425
5,10,2025-09-08,856,342
1,1,2025-09-09,97,291
1,2,2025-09-09,157,269
2,3,2025-09-09,4,240
2,4,2025-09-09,10,300
3,5,2025-09-09,222,296
3,6,2025-09-09,262,225
4,7,2025-09-09,87,348
4,8,2025-09-09,137,411
5,9,2025-09-09,931,310
5,10,2025-09-09,826,330
1,1,2025-09-10,94,282
1,2,2025-09-10,146,250
2,3,2025-09-10,4,240
2,4,2025-09-10,13,390
3,5,2025-09-10,244,325
3,6,2025-09-10,433,371
4,7,2025-09-10,75,300
4,8,2025-09-10,82,246
5,9,2025-09-10,840,280
5,10,2025-09-10,502,201
1,1,2025-09-11,115,345
1,2,2025-09-11,160,274
2,3,2025-09-11,8,480
2,4,2025-09-11,14,420
3,5,2025-09-11,282,376
3,6,2025-09-11,416,357
4,7,2025-09-11,57,228
4,8,2025-09-11,106,318
5,9,2025-09-11,1028,343
5,10,2025-09-11,646,258
1,1,2025-09-12,121,363
1,2,2025-09-12,147,252
2,3,2025-09-12,11,660
2,4,2025-09-12,8,240
3,5,2025-09-12,219,292
3,6,2025-09-12,386,331
4,7,2025-09-12,47,188
4,8,2025-09-12,92,276
5,9,2025-09-12,1127,376
5,10,2025-09-12,951,380
1,1,2025-09-13,80,240
1,2,2025-09-13,97,166
2,3,2025-09-13,2,120
2,4,2025-09-13,8,240
3,5,2025-09-13,172,229
3,6,2025-09-13,178,153
4,7,2025-09-13,38,152
4,8,2025-09-13,44,132
5,9,2025-09-13,425,142
5,10,2025-09-13,391,156
1,1,2025-09-15,136,408
1,2,2025-09-15,157,269
2,3,2025-09-15,11,660
2,4,2025-09-15,15,450
3,5,2025-09-15,279,372
3,6,2025-09-15,319,273
4,7,2025-09-15,57,228
4,8,2025-09-15,84,252
5,9,2025-09-15,1038,346
5,10,2025-09-15,583,233
1,1,2025-09-16,126,378
1,2,2025-09-16,198,339
2,3,2025-09-16,10,600
2,4,2025-09-16,11,330
3,5,2025-09-16,207,276
3,6,2025-09-16,253,217
4,7,2025-09-16,66,264
4,8,2025-09-16,107,321
5,9,2025-09-16,1281,427
5,10,2025-09-16,845,338
1,1,2025-09-17,128,384
1,2,2025-09-17,164,281
2,3,2025-09-17,6,360
2,4,2025-09-17,13,390
3,5,2025-09-17,269,359
3,6,2025-09-17,381,327
4,7,2025-09-17,65,260
4,8,2025-09-17,81,243
5,9,2025-09-17,1110,370
5,10,2025-09-17,842,337
1,1,2025-09-18,86,258
1,2,2025-09-18,163,279
2,3,2025-09-18,6,360
2,4,2025-09-18,14,420
3,5,2025-09-18,242,323
3,6,2025-09-18,313,268
4,7,2025-09-18,45,180
4,8,2025-09-18,103,309
5,9,2025-09-18,1092,364
5,10,2025-09-18,620,248
1,1,2025-09-19,108,324
1,2,2025-09-19,236,405
2,3,2025-09-19,7,420
2,4,2025-09-19,12,360
3,5,2025-09-19,237,316
3,6,2025-09-19,399,342
4,7,2025-09-19,81,324
4,8,2025-09-19,71,213
5,9,2025-09-19,967,322
5,10,2025-09-19,834,334
1,1,2025-09-20,62,186
1,2,2025-09-20,137,235
2,3,2025-09-20,3,180
2,4,2025-09-20,4,120
3,5,2025-09-20,114,152
3,6,2025-09-20,221,189
4,7,2025-09-20,38,152
4,8,2025-09-20,54,162
5,9,2025-09-20,669,223
5,10,2025-09-20,511,204
1,1,2025-09-22,88,264
1,2,2025-09-22,201,345
2,3,2025-09-22,6,360
2,4,2025-09-22,14,420
3,5,2025-09-22,255,340
3,6,2025-09-22,356,305
4,7,2025-09-22,89,356
4,8,2025-09-22,140,420
5,9,2025-09-22,1182,394
5,10,2025-09-22,887,355
1,1,2025-09-23,114,342
1,2,2025-09-23,225,386
2,3,2025-09-23,11,660
2,4,2025-09-23,10,300
3,5,2025-09-23,223,297
3,6,2025-09-23,424,363
4,7,2025-09-23,83,332
4,8,2025-09-23,80,240
5,9,2025-09-23,1238,413
5,10,2025-09-23,728,291
1,1,2025-09-24,113,339
1,2,2025-09-24,230,394
2,3,2025-09-24,7,420
2,4,2025-09-24,8,240
3,5,2025-09-24,188,251
3,6,2025-09-24,265,227
4,7,2025-09-24,80,320
4,8,2025-09-24,134,402
5,9,2025-09-24,907,302
5,10,2025-09-24,793,317
1,1,2025-09-25,114,342
1,2,2025-09-25,159,273
2,3,2025-09-25,6,360
2,4,2025-09-25,12,360
3,5,2025-09-25,293,391
3,6,2025-09-25,363,311
4,7,2025-09-25,52,208
4,8,2025-09-25,96,288
5,9,2025-09-25,1297,432
5,10,2025-09-25,750,300
1,1,2025-09-26,85,255
1,2,2025-09-26,205,351
2,3,2025-09-26,8,480
2,4,2025-09-26,7,210
3,5,2025-09-26,276,368
3,6,2025-09-26,283,243
4,7,2025-09-26,77,308
4,8,2025-09-26,123,369
5,9,2025-09-26,1167,389
5,10,2025-09-26,788,315
1,1,2025-09-27,50,150
1,2,2025-09-27,127,218
2,3,2025-09-27,4,240
2,4,2025-09-27,7,210
3,5,2025-09-27,99,132
3,6,2025-09-27,211,181
4,7,2025-09-27,37,148
4,8,2025-09-27,42,126
5,9,2025-09-27,554,185
5,10,2025-09-27,478,191
1,1,2025-09-29,98,294
1,2,2025-09-29,192,329
2,3,2025-09-29,6,360
2,4,2025-09-29,9,270
3,5,2025-09-29,267,356
3,6,2025-09-29,345,296
4,7,2025-09-29,69,276
4,8,2025-09-29,127,381
5,9,2025-09-29,1086,362
5,10,2025-09-29,692,277
1,1,2025-09-30,85,255
1,2,2025-09-30,227,389
2,3,2025-09-30,10,600
2,4,2025-09-30,15,450
3,5,2025-09-30,194,259
3,6,2025-09-30,417,357
4,7,2025-09-30,67,268
4,8,2025-09-30,85,255
5,9,2025-09-30,882,294
5,10,2025-09-30,775,310
1,1,2025-10-01,105,315
1,2,2025-10-01,207,355
2,3,2025-10-01,6,360
2,4,2025-10-01,10,300
3,5,2025-10-01,160,213
3,6,2025-10-01,443,380
4,7,2025-10-01,46,184
4,8,2025-10-01,108,324
5,9,2025-10-01,1174,391
5,10,2025-10-01,844,338
1,1,2025-10-02,126,378
1,2,2025-10-02,209,358
2,3,2025-10-02,8,480
2,4,2025-10-02,15,450
3,5,2025-10-02,257,343
3,6,2025-10-02,308,264
4,7,2025-10-02,60,240
4,8,2025-10-02,128,384
5,9,2025-10-02,1054,351
5,10,2025-10-02,579,232
1,1,2025-10-03,97,291
1,2,2025-10-03,164,281
2,3,2025-10-03,10,600
2,4,2025-10-03,8,240
3,5,2025-10-03,168,224
3,6,2025-10-03,419,359
4,7,2025-10-03,71,284
4,8,2025-10-03,72,216
5,9,2025-10-03,946,315
5,10,2025-10-03,605,242
1,1,2025-10-04,50,150
1,2,2025-10-04,91,156
2,3,2025-10-04,6,360
2,4,2025-10-04,4,120
3,5,2025-10-04,164,219
3,6,2025-10-04,242,207
4,7,2025-10-04,53,212
4,8,2025-10-04,46,138
5,9,2025-10-04,570,190
5,10,2025-10-04,527,211
1,1,2025-10-06,94,282
1,2,2025-10-06,233,399
2,3,2025-10-06,9,540
2,4,2025-10-06,12,360
3,5,2025-10-06,242,323
3,6,2025-10-06,310,266
4,7,2025-10-06,64,256
4,8,2025-10-06,88,264
5,9,2025-10-06,1233,411
5,10,2025-10-06,613,245
1,1,2025-10-07,106,318
1,2,2025-10-07,178,305
2,3,2025-10-07,7,420
2,4,2025-10-07,7,210
3,5,2025-10-07,204,272
3,6,2025-10-07,410,351
4,7,2025-10-07,88,352
4,8,2025-10-07,124,372
5,9,2025-10-07,1269,423
5,10,2025-10-07,753,301
1,1,2025-10-08,83,249
1,2,2025-10-08,184,315
2,3,2025-10-08,10,600
2,4,2025-10-08,13,390
3,5,2025-10-08,294,392
3,6,2025-10-08,331,284
4,7,2025-10-08,89,356
4,8,2025-10-08,123,369
5,9,2025-10-08,1118,373
5,10,2025-10-08,576,230
1,1,2025-10-09,99,297
1,2,2025-10-09,188,322
2,3,2025-10-09,6,360
2,4,2025-10-09,15,450
3,5,2025-10-09,281,375
3,6,2025-10-09,311,267
4,7,2025-10-09,59,236
4,8,2025-10-09,108,324
5,9,2025-10-09,847,282
5,10,2025-10-09,912,365
1,1,2025-10-10,109,327
1,2,2025-10-10,147,252
2,3,2025-10-10,9,540
2,4,2025-10-10,13,390
3,5,2025-10-10,266,355
3,6,2025-10-10,392,336
4,7,2025-10-10,78,312
4,8,2025-10-10,87,261
5,9,2025-10-10,1097,366
5,10,2025-10-10,624,250
1,1,2025-10-11,58,174
1,2,2025-10-11,100,171
2,3,2025-10-11,4,240
2,4,2025-10-11,4,120
3,5,2025-10-11,165,220
3,6,2025-10-11,206,177
4,7,2025-10-11,30,120
4,8,2025-10-11,83,249
5,9,2025-10-11,537,179
5,10,2025-10-11,316,126
1,1,2025-10-13,135,405
1,2,2025-10-13,182,312
2,3,2025-10-13,7,420
2,4,2025-10-13,7,210
3,5,2025-10-13,214,285
3,6,2025-10-13,298,255
4,7,2025-10-13,52,208
4,8,2025-10-13,131,393
5,9,2025-10-13,948,316
5,10,2025-10-13,856,342
1,1,2025-10-14,118,354
1,2,2025-10-14,230,394
2,3,2025-10-14,6,360
2,4,2025-10-14,13,390
3,5,2025-10-14,221,295
3,6,2025-10-14,391,335
4,7,2025-10-14,65,260
4,8,2025-10-14,106,318
5,9,2025-10-14,1089,363
5,10,2025-10-14,738,295
1,1,2025-10-15,114,342
1,2,2025-10-15,223,382
2,3,2025-10-15,7,420
2,4,2025-10-15,11,330
3,5,2025-10-15,226,301
3,6,2025-10-15,342,293
4,7,2025-10-15,77,308
4,8,2025-10-15,133,399
5,9,2025-10-15,1177,392
5,10,2025-10-15,550,220
1,1,2025-10-16,131,393
1,2,2025-10-16,232,398
2,3,2025-10-16,8,480
2,4,2025-10-16,12,360
3,5,2025-10-16,212,283
3,6,2025-10-16,344,295
4,7,2025-10-16,65,260
4,8,2025-10-16,122,366
5,9,2025-10-16,746,249
5,10,2025-10-16,788,315
1,1,2025-10-17,135,405
1,2,2025-10-17,168,288
2,3,2025-10-17,10,600
2,4,2025-10-17,9,270
3,5,2025-10-17,164,219
3,6,2025-10-17,316,271
4,7,2025-10-17,80,320
4,8,2025-10-17,123,369
5,9,2025-10-17,1002,334
5,10,2025-10-17,578,231
1,1,2025-10-18,55,165
1,2,2025-10-18,109,187
2,3,2025-10-18,3,180
2,4,2025-10-18,8,240
3,5,2025-10-18,133,177
3,6,2025-10-18,226,194
4,7,2025-10-18,48,192
4,8,2025-10-18,68,204
5,9,2025-10-18,578,193
5,10,2025-10-18,534,214
1,1,2025-10-20,114,342
1,2,2025-10-20,202,346
2,3,2025-10-20,6,360
2,4,2025-10-20,15,450
3,5,2025-10-20,175,233
3,6,2025-10-20,384,329
4,7,2025-10-20,47,188
4,8,2025-10-20,79,237
5,9,2025-10-20,749,250
5,10,2025-10-20,891,356
1,1,2025-10-21,80,240
1,2,2025-10-21,192,329
2,3,2025-10-21,6,360
2,4,2025-10-21,10,300
3,5,2025-10-21,177,236
3,6,2025-10-21,431,369
4,7,2025-10-21,54,216
4,8,2025-10-21,71,213
5,9,2025-10-21,923,308
5,10,2025-10-21,758,303
1,1,2025-10-22,109,327
1,2,2025-10-22,187,321
2,3,2025-10-22,4,240
2,4,2025-10-22,14,420
3,5,2025-10-22,284,379
3,6,2025-10-22,254,218
4,7,2025-10-22,45,180
4,8,2025-10-22,138,414
5,9,2025-10-22,1264,421
5,10,2025-10-22,710,284
1,1,2025-10-23,80,240
1,2,2025-10-23,142,243
2,3,2025-10-23,9,540
2,4,2025-10-23,11,330
3,5,2025-10-23,297,396
3,6,2025-10-23,323,277
4,7,2025-10-23,46,184
4,8,2025-10-23,134,402
5,9,2025-10-23,1140,380
5,10,2025-10-23,912,365
1,1,2025-10-24,140,420
1,2,2025-10-24,162,278
2,3,2025-10-24,4,240
2,4,2025-10-24,8,240
3,5,2025-10-24,294,392
3,6,2025-10-24,288,247
4,7,2025-10-24,60,240
4,8,2025-10-24,94,282
5,9,2025-10-24,1239,413
5,10,2025-10-24,629,252
1,1,2025-10-25,79,237
1,2,2025-10-25,111,190
2,3,2025-10-25,4,240
2,4,2025-10-25,8,240
3,5,2025-10-25,108,144
3,6,2025-10-25,207,177
4,7,2025-10-25,42,168
4,8,2025-10-25,77,231
5,9,2025-10-25,767,256
5,10,2025-10-25,374,150
1,1,2025-10-27,110,330
1,2,2025-10-27,147,252
2,3,2025-10-27,10,600
2,4,2025-10-27,7,210
3,5,2025-10-27,203,271
3,6,2025-10-27,271,232
4,7,2025-10-27,76,304
4,8,2025-10-27,125,375
5,9,2025-10-27,1039,346
5,10,2025-10-27,789,316
1,1,2025-10-28,134,402
1,2,2025-10-28,152,261
2,3,2025-10-28,9,540
2,4,2025-10-28,7,210
3,5,2025-10-28,218,291
3,6,2025-10-28,304,261
4,7,2025-10-28,89,356
4,8,2025-10-28,130,390
5,9,2025-10-28,977,326
5,10,2025-10-28,523,209
1,1,2025-10-29,139,417
1,2,2025-10-29,149,255
2,3,2025-10-29,10,600
2,4,2025-10-29,11,330
3,5,2025-10-29,299,399
3,6,2025-10-29,394,338
4,7,2025-10-29,87,348
4,8,2025-10-29,74,222
5,9,2025-10-29,883,294
5,10,2025-10-29,975,390
1,1,2025-10-30,134,402
1,2,2025-10-30,180,309
2,3,2025-10-30,4,240
2,4,2025-10-30,10,300
3,5,2025-10-30,196,261
3,6,2025-10-30,442,379
4,7,2025-10-30,90,360
4,8,2025-10-30,120,360
5,9,2025-10-30,778,259
5,10,2025-10-30,653,261
1,1,2025-10-31,90,270
1,2,2025-10-31,212,363
2,3,2025-10-31,6,360
2,4,2025-10-31,13,390
3,5,2025-10-31,298,397
3,6,2025-10-31,334,286
4,7,2025-10-31,69,276
4,8,2025-10-31,87,261
5,9,2025-10-31,780,260
5,10,2025-10-31,756,302
1,1,2025-11-01,76,228
1,2,2025-11-01,110,189
2,3,2025-11-01,2,120
2,4,2025-11-01,4,120
3,5,2025-11-01,163,217
3,6,2025-11-01,185,159
4,7,2025-11-01,29,116
4,8,2025-11-01,68,204
5,9,2025-11-01,664,221
5,10,2025-11-01,598,239
1,1,2025-11-03,104,312
1,2,2025-11-03,195,334
2,3,2025-11-03,6,360
2,4,2025-11-03,13,390
3,5,2025-11-03,181,241
3,6,2025-11-03,447,383
4,7,2025-11-03,84,336
4,8,2025-11-03,107,321
5,9,2025-11-03,952,317
5,10,2025-11-03,865,346
1,1,2025-11-04,84,252
1,2,2025-11-04,150,257
2,3,2025-11-04,7,420
2,4,2025-11-04,9,270
3,5,2025-11-04,257,343
3,6,2025-11-04,432,370
4,7,2025-11-04,85,340
4,8,2025-11-04,89,267
5,9,2025-11-04,1098,366
5,10,2025-11-04,662,265
1,1,2025-11-05,103,309
1,2,2025-11-05,153,262
2,3,2025-11-05,4,240
2,4,2025-11-05,7,210
3,5,2025-11-05,238,317
3,6,2025-11-05,363,311
4,7,2025-11-05,68,272
4,8,2025-11-05,104,312
5,9,2025-11-05,804,268
5,10,2025-11-05,567,227
1,1,2025-11-06,85,255
1,2,2025-11-06,163,279
2,3,2025-11-06,8,480
2,4,2025-11-06,14,420
3,5,2025-11-06,291,388
3,6,2025-11-06,354,303
4,7,2025-11-06,51,204
4,8,2025-11-06,73,219
5,9,2025-11-06,791,264
5,10,2025-11-06,681,272
1,1,2025-11-07,115,345
1,2,2025-11-07,151,259
2,3,2025-11-07,9,540
2,4,2025-11-07,12,360
3,5,2025-11-07,258,344
3,6,2025-11-07,253,217
4,7,2025-11-07,63,252
4,8,2025-11-07,122,366
5,9,2025-11-07,1097,366
5,10,2025-11-07,898,359
1,1,2025-11-08,51,153
1,2,2025-11-08,139,238
2,3,2025-11-08,6,360
2,4,2025-11-08,6,180
3,5,2025-11-08,176,235
3,6,2025-11-08,176,151
4,7,2025-11-08,53,212
4,8,2025-11-08,71,213
5,9,2025-11-08,524,175
5,10,2025-11-08,343,137
1,1,2025-11-10,99,297
1,2,2025-11-10,201,345
2,3,2025-11-10,11,660
2,4,2025-11-10,8,240
3,5,2025-11-10,252,336
3,6,2025-11-10,314,269
4,7,2025-11-10,60,240
4,8,2025-11-10,133,399
5,9,2025-11-10,900,300
5,10,2025-11-10,734,294
1,1,2025-11-11,86,258
1,2,2025-11-11,157,269
2,3,2025-11-11,7,420
2,4,2025-11-11,7,210
3,5,2025-11-11,261,348
3,6,2025-11-11,335,287
4,7,2025-11-11,84,336
4,8,2025-11-11,118,354
5,9,2025-11-11,1037,346
5,10,2025-11-11,725,290
1,1,2025-11-12,101,303
1,2,2025-11-12,195,334
2,3,2025-11-12,11,660
2,4,2025-11-12,9,270
3,5,2025-11-12,236,315
3,6,2025-11-12,332,285
4,7,2025-11-12,83,332
4,8,2025-11-12,95,285
5,9,2025-11-12,1190,397
5,10,2025-11-12,660,264
1,1,2025-11-13,91,273
1,2,2025-11-13,190,326
2,3,2025-11-13,7,420
2,4,2025-11-13,11,330
3,5,2025-11-13,285,380
3,6,2025-11-13,397,340
4,7,2025-11-13,60,240
4,8,2025-11-13,111,333
5,9,2025-11-13,1085,362
5,10,2025-11-13,643,257
1,1,2025-11-14,132,396
1,2,2025-11-14,240,411
2,3,2025-11-14,8,480
2,4,2025-11-14,12,360
3,5,2025-11-14,189,252
3,6,2025-11-14,394,338
4,7,2025-11-14,57,228
4,8,2025-11-14,139,417
5,9,2025-11-14,884,295
5,10,2025-11-14,849,340
1,1,2025-11-15,77,231
1,2,2025-11-15,126,216
2,3,2025-11-15,2,120
2,4,2025-11-15,9,270
3,5,2025-11-15,128,171
3,6,2025-11-15,217,186
4,7,2025-11-15,38,152
4,8,2025-11-15,47,141
5,9,2025-11-15,671,224
5,10,2025-11-15,506,202
1,1,2025-11-17,104,312
1,2,2025-11-17,149,255
2,3,2025-11-17,8,480
2,4,2025-11-17,14,420
3,5,2025-11-17,262,349
3,6,2025-11-17,386,331
4,7,2025-11-17,77,308
4,8,2025-11-17,123,369
5,9,2025-11-17,1256,419
5,10,2025-11-17,518,207
1,1,2025-11-18,130,390
1,2,2025-11-18,186,319
2,3,2025-11-18,10,600
2,4,2025-11-18,15,450
3,5,2025-11-18,181,241
3,6,2025-11-18,277,237
4,7,2025-11-18,60,240
4,8,2025-11-18,115,345
5,9,2025-11-18,870,290
5,10,2025-11-18,831,332
1,1,2025-11-19,119,357
1,2,2025-11-19,145,249
2,3,2025-11-19,9,540
2,4,2025-11-19,13,390
3,5,2025-11-19,244,325
3,6,2025-11-19,360,309
4,7,2025-11-19,51,204
4,8,2025-11-19,71,213
5,9,2025-11-19,800,267
5,10,2025-11-19,632,253
1,1,2025-11-20,94,282
1,2,2025-11-20,205,351
2,3,2025-11-20,10,600
2,4,2025-11-20,15,450
3,5,2025-11-20,216,288
3,6,2025-11-20,364,312
4,7,2025-11-20,68,272
4,8,2025-11-20,120,360
5,9,2025-11-20,1174,391
5,10,2025-11-20,895,358
1,1,2025-11-21,123,369
1,2,2025-11-21,215,369
