site_id,waste_date,waste_type,waste_quantity_kg,recyclable
2,2025-06-28,Packaging Waste,0.07,False
3,2025-06-28,Metal Scrap,9.93,True
3,2025-06-28,Plastic Waste,4.75,True
3,2025-06-28,Electrical Waste,2.1,True
3,2025-06-28,Packaging Waste,3.32,False
4,2025-06-28,Metal Scrap,2.23,True
4,2025-06-28,Plastic Waste,1.06,True
4,2025-06-28,Electrical Waste,0.48,True
4,2025-06-28,Packaging Waste,0.77,False
5,2025-06-28,Metal Scrap,23.82,True
5,2025-06-28,Plastic Waste,13.25,True
5,2025-06-28,Electrical Waste,5.45,True
5,2025-06-28,Packaging Waste,7.52,False
1,2025-06-30,Metal Scrap,10.4,True
1,2025-06-30,Plastic Waste,5.16,True
1,2025-06-30,Electrical Waste,2.2,True
1,2025-06-30,Packaging Waste,3.56,False
2,2025-06-30,Metal Scrap,0.63,True
2,2025-06-30,Plastic Waste,0.32,True
2,2025-06-30,Electrical Waste,0.14,True
2,2025-06-30,Packaging Waste,0.19,False
3,2025-06-30,Metal Scrap,32.55,True
3,2025-06-30,Plastic Waste,14.88,True
3,2025-06-30,Electrical Waste,7.76,True
3,2025-06-30,Packaging Waste,11.61,False
4,2025-06-30,Metal Scrap,5.37,True
4,2025-06-30,Plastic Waste,2.4,True
4,2025-06-30,Electrical Waste,1.14,True
4,2025-06-30,Packaging Waste,1.9,False
5,2025-06-30,Metal Scrap,74.04,True
5,2025-06-30,Plastic Waste,42.41,True
5,2025-06-30,Electrical Waste,17.58,True
5,2025-06-30,Packaging Waste,27.44,False
1,2025-07-01,Metal Scrap,11.52,True
1,2025-07-01,Plastic Waste,6.74,True
1,2025-07-01,Electrical Waste,3.0,True
1,2025-07-01,Packaging Waste,3.79,False
2,2025-07-01,Metal Scrap,0.61,True
2,2025-07-01,Plastic Waste,0.31,True
2,2025-07-01,Electrical Waste,0.14,True
2,2025-07-01,Packaging Waste,0.2,False
3,2025-07-01,Metal Scrap,23.17,True
3,2025-07-01,Plastic Waste,12.92,True
3,2025-07-01,Electrical Waste,5.65,True
3,2025-07-01,Packaging Waste,8.21,False
4,2025-07-01,Metal Scrap,5.91,True
4,2025-07-01,Plastic Waste,2.98,True
4,2025-07-01,Electrical Waste,1.32,True
4,2025-07-01,Packaging Waste,1.88,False
5,2025-07-01,Metal Scrap,79.92,True
5,2025-07-01,Plastic Waste,42.48,True
5,2025-07-01,Electrical Waste,19.53,True
5,2025-07-01,Packaging Waste,29.22,False
1,2025-07-02,Metal Scrap,9.78,True
1,2025-07-02,Plastic Waste,4.57,True
1,2025-07-02,Electrical Waste,2.11,True
1,2025-07-02,Packaging Waste,3.34,False
2,2025-07-02,Metal Scrap,0.66,True
2,2025-07-02,Plastic Waste,0.35,True
2,2025-07-02,Electrical Waste,0.15,True
2,2025-07-02,Packaging Waste,0.23,False
3,2025-07-02,Metal Scrap,24.35,True
3,2025-07-02,Plastic Waste,11.12,True
3,2025-07-02,Electrical Waste,5.2,True
3,2025-07-02,Packaging Waste,7.59,False
4,2025-07-02,Metal Scrap,4.82,True
4,2025-07-02,Plastic Waste,2.52,True
4,2025-07-02,Electrical Waste,0.98,True
4,2025-07-02,Packaging Waste,1.74,False
5,2025-07-02,Metal Scrap,58.04,True
5,2025-07-02,Plastic Waste,29.27,True
5,2025-07-02,Electrical Waste,14.4,True
5,2025-07-02,Packaging Waste,22.33,False
1,2025-07-03,Metal Scrap,14.13,True
1,2025-07-03,Plastic Waste,6.09,True
1,2025-07-03,Electrical Waste,3.18,True
1,2025-07-03,Packaging Waste,4.31,False
2,2025-07-03,Metal Scrap,0.51,True
2,2025-07-03,Plastic Waste,0.27,True
2,2025-07-03,Electrical Waste,0.13,True
2,2025-07-03,Packaging Waste,0.17,False
3,2025-07-03,Metal Scrap,36.59,True
3,2025-07-03,Plastic Waste,16.24,True
3,2025-07-03,Electrical Waste,8.53,True
3,2025-07-03,Packaging Waste,11.55,False
4,2025-07-03,Metal Scrap,5.38,True
4,2025-07-03,Plastic Waste,2.48,True
4,2025-07-03,Electrical Waste,1.14,True
4,2025-07-03,Packaging Waste,1.78,False
5,2025-07-03,Metal Scrap,78.44,True
5,2025-07-03,Plastic Waste,40.54,True
5,2025-07-03,Electrical Waste,20.36,True
5,2025-07-03,Packaging Waste,30.07,False
1,2025-07-04,Metal Scrap,12.81,True
1,2025-07-04,Plastic Waste,6.72,True
1,2025-07-04,Electrical Waste,2.96,True
1,2025-07-04,Packaging Waste,4.19,False
2,2025-07-04,Metal Scrap,0.47,True
2,2025-07-04,Plastic Waste,0.25,True
2,2025-07-04,Electrical Waste,0.12,True
2,2025-07-04,Packaging Waste,0.16,False
3,2025-07-04,Metal Scrap,24.23,True
3,2025-07-04,Plastic Waste,12.53,True
3,2025-07-04,Electrical Waste,4.69,True
3,2025-07-04,Packaging Waste,7.28,False
4,2025-07-04,Metal Scrap,5.21,True
4,2025-07-04,Plastic Waste,2.68,True
4,2025-07-04,Electrical Waste,1.06,True
4,2025-07-04,Packaging Waste,1.66,False
5,2025-07-04,Metal Scrap,76.0,True
5,2025-07-04,Plastic Waste,37.55,True
5,2025-07-04,Electrical Waste,15.31,True
5,2025-07-04,Packaging Waste,25.6,False
1,2025-07-05,Metal Scrap,3.7,True
1,2025-07-05,Plastic Waste,1.95,True
1,2025-07-05,Electrical Waste,0.78,True
1,2025-07-05,Packaging Waste,1.15,False
2,2025-07-05,Metal Scrap,0.17,True
2,2025-07-05,Plastic Waste,0.09,True
2,2025-07-05,Electrical Waste,0.04,True
2,2025-07-05,Packaging Waste,0.07,False
3,2025-07-05,Metal Scrap,11.52,True
3,2025-07-05,Plastic Waste,5.65,True
3,2025-07-05,Electrical Waste,2.41,True
3,2025-07-05,Packaging Waste,4.19,False
4,2025-07-05,Metal Scrap,2.39,True
4,2025-07-05,Plastic Waste,1.21,True
4,2025-07-05,Electrical Waste,0.5,True
4,2025-07-05,Packaging Waste,0.76,False
5,2025-07-05,Metal Scrap,24.14,True
5,2025-07-05,Plastic Waste,13.5,True
5,2025-07-05,Electrical Waste,6.47,True
5,2025-07-05,Packaging Waste,9.51,False
1,2025-07-07,Metal Scrap,12.14,True
1,2025-07-07,Plastic Waste,6.28,True
1,2025-07-07,Electrical Waste,2.57,True
1,2025-07-07,Packaging Waste,3.97,False
2,2025-07-07,Metal Scrap,0.56,True
2,2025-07-07,Plastic Waste,0.34,True
2,2025-07-07,Electrical Waste,0.15,True
2,2025-07-07,Packaging Waste,0.19,False
3,2025-07-07,Metal Scrap,32.58,True
3,2025-07-07,Plastic Waste,15.94,True
3,2025-07-07,Electrical Waste,7.02,True
3,2025-07-07,Packaging Waste,9.31,False
4,2025-07-07,Metal Scrap,4.74,True
4,2025-07-07,Plastic Waste,2.72,True
4,2025-07-07,Electrical Waste,1.1,True
4,2025-07-07,Packaging Waste,1.87,False
5,2025-07-07,Metal Scrap,77.2,True
5,2025-07-07,Plastic Waste,38.01,True
5,2025-07-07,Electrical Waste,16.73,True
5,2025-07-07,Packaging Waste,24.95,False
1,2025-07-08,Metal Scrap,8.05,True
1,2025-07-08,Plastic Waste,4.33,True
1,2025-07-08,Electrical Waste,2.0,True
1,2025-07-08,Packaging Waste,3.09,False
2,2025-07-08,Metal Scrap,0.64,True
2,2025-07-08,Plastic Waste,0.31,True
2,2025-07-08,Electrical Waste,0.15,True
2,2025-07-08,Packaging Waste,0.23,False
3,2025-07-08,Metal Scrap,31.89,True
3,2025-07-08,Plastic Waste,14.96,True
3,2025-07-08,Electrical Waste,7.02,True
3,2025-07-08,Packaging Waste,10.45,False
4,2025-07-08,Metal Scrap,5.97,True
4,2025-07-08,Plastic Waste,2.95,True
4,2025-07-08,Electrical Waste,1.3,True
4,2025-07-08,Packaging Waste,2.34,False
5,2025-07-08,Metal Scrap,63.56,True
5,2025-07-08,Plastic Waste,34.09,True
5,2025-07-08,Electrical Waste,13.46,True
5,2025-07-08,Packaging Waste,22.09,False
1,2025-07-09,Metal Scrap,12.15,True
1,2025-07-09,Plastic Waste,5.56,True
1,2025-07-09,Electrical Waste,2.4,True
1,2025-07-09,Packaging Waste,4.07,False
2,2025-07-09,Metal Scrap,0.48,True
2,2025-07-09,Plastic Waste,0.24,True
2,2025-07-09,Electrical Waste,0.11,True
2,2025-07-09,Packaging Waste,0.16,False
3,2025-07-09,Metal Scrap,31.27,True
3,2025-07-09,Plastic Waste,16.15,True
3,2025-07-09,Electrical Waste,7.23,True
3,2025-07-09,Packaging Waste,10.71,False
4,2025-07-09,Metal Scrap,6.54,True
4,2025-07-09,Plastic Waste,2.91,True
4,2025-07-09,Electrical Waste,1.34,True
4,2025-07-09,Packaging Waste,2.0,False
5,2025-07-09,Metal Scrap,67.7,True
5,2025-07-09,Plastic Waste,39.98,True
5,2025-07-09,Electrical Waste,17.3,True
5,2025-07-09,Packaging Waste,24.0,False
1,2025-07-10,Metal Scrap,11.2,True
1,2025-07-10,Plastic Waste,5.2,True
1,2025-07-10,Electrical Waste,2.46,True
1,2025-07-10,Packaging Waste,3.88,False
2,2025-07-10,Metal Scrap,0.74,True
2,2025-07-10,Plastic Waste,0.36,True
2,2025-07-10,Electrical Waste,0.16,True
2,2025-07-10,Packaging Waste,0.25,False
3,2025-07-10,Metal Scrap,24.92,True
3,2025-07-10,Plastic Waste,12.9,True
3,2025-07-10,Electrical Waste,4.99,True
3,2025-07-10,Packaging Waste,7.36,False
4,2025-07-10,Metal Scrap,4.52,True
4,2025-07-10,Plastic Waste,2.39,True
4,2025-07-10,Electrical Waste,1.19,True
4,2025-07-10,Packaging Waste,1.76,False
5,2025-07-10,Metal Scrap,73.25,True
5,2025-07-10,Plastic Waste,41.66,True
5,2025-07-10,Electrical Waste,17.29,True
5,2025-07-10,Packaging Waste,24.61,False
1,2025-07-11,Metal Scrap,9.28,True
1,2025-07-11,Plastic Waste,5.15,True
1,2025-07-11,Electrical Waste,2.1,True
1,2025-07-11,Packaging Waste,3.46,False
2,2025-07-11,Metal Scrap,0.4,True
2,2025-07-11,Plastic Waste,0.2,True
2,2025-07-11,Electrical Waste,0.09,True
2,2025-07-11,Packaging Waste,0.15,False
3,2025-07-11,Metal Scrap,25.8,True
3,2025-07-11,Plastic Waste,14.32,True
3,2025-07-11,Electrical Waste,6.03,True
3,2025-07-11,Packaging Waste,9.69,False
4,2025-07-11,Metal Scrap,4.74,True
4,2025-07-11,Plastic Waste,2.88,True
4,2025-07-11,Electrical Waste,1.19,True
4,2025-07-11,Packaging Waste,1.91,False
5,2025-07-11,Metal Scrap,70.94,True
5,2025-07-11,Plastic Waste,35.86,True
5,2025-07-11,Electrical Waste,15.13,True
5,2025-07-11,Packaging Waste,26.68,False
1,2025-07-12,Metal Scrap,4.07,True
1,2025-07-12,Plastic Waste,2.12,True
1,2025-07-12,Electrical Waste,0.98,True
1,2025-07-12,Packaging Waste,1.53,False
2,2025-07-12,Metal Scrap,0.17,True
2,2025-07-12,Plastic Waste,0.08,True
2,2025-07-12,Electrical Waste,0.04,True
2,2025-07-12,Packaging Waste,0.06,False
3,2025-07-12,Metal Scrap,7.95,True
3,2025-07-12,Plastic Waste,3.86,True
3,2025-07-12,Electrical Waste,1.77,True
3,2025-07-12,Packaging Waste,2.42,False
4,2025-07-12,Metal Scrap,2.38,True
4,2025-07-12,Plastic Waste,1.07,True
4,2025-07-12,Electrical Waste,0.51,True
4,2025-07-12,Packaging Waste,0.83,False
5,2025-07-12,Metal Scrap,24.42,True
5,2025-07-12,Plastic Waste,14.16,True
5,2025-07-12,Electrical Waste,5.97,True
5,2025-07-12,Packaging Waste,9.44,False
1,2025-07-14,Metal Scrap,11.98,True
1,2025-07-14,Plastic Waste,6.87,True
1,2025-07-14,Electrical Waste,3.06,True
1,2025-07-14,Packaging Waste,4.39,False
2,2025-07-14,Metal Scrap,0.72,True
2,2025-07-14,Plastic Waste,0.33,True
2,2025-07-14,Electrical Waste,0.14,True
2,2025-07-14,Packaging Waste,0.21,False
3,2025-07-14,Metal Scrap,24.62,True
3,2025-07-14,Plastic Waste,11.73,True
3,2025-07-14,Electrical Waste,5.57,True
3,2025-07-14,Packaging Waste,9.24,False
4,2025-07-14,Metal Scrap,5.08,True
4,2025-07-14,Plastic Waste,2.89,True
4,2025-07-14,Electrical Waste,1.27,True
4,2025-07-14,Packaging Waste,1.76,False
5,2025-07-14,Metal Scrap,68.49,True
5,2025-07-14,Plastic Waste,32.86,True
5,2025-07-14,Electrical Waste,13.95,True
5,2025-07-14,Packaging Waste,22.08,False
1,2025-07-15,Metal Scrap,9.01,True
1,2025-07-15,Plastic Waste,4.25,True
1,2025-07-15,Electrical Waste,2.16,True
1,2025-07-15,Packaging Waste,2.91,False
2,2025-07-15,Metal Scrap,0.57,True
2,2025-07-15,Plastic Waste,0.32,True
2,2025-07-15,Electrical Waste,0.14,True
2,2025-07-15,Packaging Waste,0.2,False
3,2025-07-15,Metal Scrap,22.61,True
3,2025-07-15,Plastic Waste,11.86,True
3,2025-07-15,Electrical Waste,4.65,True
3,2025-07-15,Packaging Waste,7.77,False
4,2025-07-15,Metal Scrap,6.92,True
4,2025-07-15,Plastic Waste,3.43,True
4,2025-07-15,Electrical Waste,1.77,True
4,2025-07-15,Packaging Waste,2.64,False
5,2025-07-15,Metal Scrap,63.39,True
5,2025-07-15,Plastic Waste,31.44,True
5,2025-07-15,Electrical Waste,15.45,True
5,2025-07-15,Packaging Waste,20.53,False
1,2025-07-16,Metal Scrap,11.91,True
1,2025-07-16,Plastic Waste,5.95,True
1,2025-07-16,Electrical Waste,2.43,True
1,2025-07-16,Packaging Waste,3.8,False
2,2025-07-16,Metal Scrap,0.4,True
2,2025-07-16,Plastic Waste,0.18,True
2,2025-07-16,Electrical Waste,0.1,True
2,2025-07-16,Packaging Waste,0.13,False
3,2025-07-16,Metal Scrap,27.6,True
3,2025-07-16,Plastic Waste,12.82,True
3,2025-07-16,Electrical Waste,6.89,True
3,2025-07-16,Packaging Waste,9.7,False
4,2025-07-16,Metal Scrap,5.48,True
4,2025-07-16,Plastic Waste,2.47,True
4,2025-07-16,Electrical Waste,1.26,True
4,2025-07-16,Packaging Waste,1.79,False
5,2025-07-16,Metal Scrap,71.25,True
5,2025-07-16,Plastic Waste,37.9,True
5,2025-07-16,Electrical Waste,16.6,True
5,2025-07-16,Packaging Waste,23.29,False
1,2025-07-17,Metal Scrap,9.78,True
1,2025-07-17,Plastic Waste,4.97,True
1,2025-07-17,Electrical Waste,2.07,True
1,2025-07-17,Packaging Waste,3.33,False
2,2025-07-17,Metal Scrap,0.49,True
2,2025-07-17,Plastic Waste,0.23,True
2,2025-07-17,Electrical Waste,0.11,True
2,2025-07-17,Packaging Waste,0.15,False
3,2025-07-17,Metal Scrap,31.32,True
3,2025-07-17,Plastic Waste,13.91,True
3,2025-07-17,Electrical Waste,7.01,True
3,2025-07-17,Packaging Waste,9.3,False
4,2025-07-17,Metal Scrap,5.71,True
4,2025-07-17,Plastic Waste,2.93,True
4,2025-07-17,Electrical Waste,1.33,True
4,2025-07-17,Packaging Waste,1.99,False
5,2025-07-17,Metal Scrap,80.66,True
5,2025-07-17,Plastic Waste,43.75,True
5,2025-07-17,Electrical Waste,18.2,True
5,2025-07-17,Packaging Waste,30.21,False
1,2025-07-18,Metal Scrap,11.21,True
1,2025-07-18,Plastic Waste,5.46,True
1,2025-07-18,Electrical Waste,2.67,True
1,2025-07-18,Packaging Waste,3.77,False
2,2025-07-18,Metal Scrap,0.45,True
2,2025-07-18,Plastic Waste,0.21,True
2,2025-07-18,Electrical Waste,0.09,True
2,2025-07-18,Packaging Waste,0.15,False
3,2025-07-18,Metal Scrap,31.43,True
3,2025-07-18,Plastic Waste,15.95,True
3,2025-07-18,Electrical Waste,6.87,True
3,2025-07-18,Packaging Waste,9.27,False
4,2025-07-18,Metal Scrap,5.07,True
4,2025-07-18,Plastic Waste,2.85,True
4,2025-07-18,Electrical Waste,1.32,True
4,2025-07-18,Packaging Waste,1.74,False
5,2025-07-18,Metal Scrap,68.35,True
5,2025-07-18,Plastic Waste,34.97,True
5,2025-07-18,Electrical Waste,18.03,True
5,2025-07-18,Packaging Waste,23.63,False
1,2025-07-19,Metal Scrap,3.36,True
1,2025-07-19,Plastic Waste,1.6,True
1,2025-07-19,Electrical Waste,0.72,True
1,2025-07-19,Packaging Waste,1.05,False
2,2025-07-19,Metal Scrap,0.14,True
2,2025-07-19,Plastic Waste,0.08,True
2,2025-07-19,Electrical Waste,0.03,True
2,2025-07-19,Packaging Waste,0.05,False
3,2025-07-19,Metal Scrap,8.56,True
3,2025-07-19,Plastic Waste,5.03,True
3,2025-07-19,Electrical Waste,1.93,True
3,2025-07-19,Packaging Waste,3.42,False
4,2025-07-19,Metal Scrap,2.1,True
4,2025-07-19,Plastic Waste,0.98,True
4,2025-07-19,Electrical Waste,0.45,True
4,2025-07-19,Packaging Waste,0.69,False
5,2025-07-19,Metal Scrap,33.64,True
5,2025-07-19,Plastic Waste,18.17,True
5,2025-07-19,Electrical Waste,6.89,True
5,2025-07-19,Packaging Waste,11.97,False
1,2025-07-21,Metal Scrap,10.82,True
1,2025-07-21,Plastic Waste,5.82,True
1,2025-07-21,Electrical Waste,2.88,True
1,2025-07-21,Packaging Waste,3.78,False
2,2025-07-21,Metal Scrap,0.38,True
2,2025-07-21,Plastic Waste,0.21,True
2,2025-07-21,Electrical Waste,0.09,True
2,2025-07-21,Packaging Waste,0.14,False
3,2025-07-21,Metal Scrap,29.81,True
3,2025-07-21,Plastic Waste,13.35,True
3,2025-07-21,Electrical Waste,6.69,True
3,2025-07-21,Packaging Waste,8.8,False
4,2025-07-21,Metal Scrap,5.36,True
4,2025-07-21,Plastic Waste,2.36,True
4,2025-07-21,Electrical Waste,1.11,True
4,2025-07-21,Packaging Waste,1.72,False
5,2025-07-21,Metal Scrap,71.4,True
5,2025-07-21,Plastic Waste,35.86,True
5,2025-07-21,Electrical Waste,14.41,True
5,2025-07-21,Packaging Waste,22.53,False
1,2025-07-22,Metal Scrap,8.4,True
1,2025-07-22,Plastic Waste,4.03,True
1,2025-07-22,Electrical Waste,2.05,True
1,2025-07-22,Packaging Waste,3.16,False
2,2025-07-22,Metal Scrap,0.49,True
2,2025-07-22,Plastic Waste,0.21,True
2,2025-07-22,Electrical Waste,0.11,True
2,2025-07-22,Packaging Waste,0.14,False
3,2025-07-22,Metal Scrap,28.14,True
3,2025-07-22,Plastic Waste,13.39,True
3,2025-07-22,Electrical Waste,6.24,True
3,2025-07-22,Packaging Waste,9.46,False
4,2025-07-22,Metal Scrap,7.23,True
4,2025-07-22,Plastic Waste,3.7,True
4,2025-07-22,Electrical Waste,1.67,True
4,2025-07-22,Packaging Waste,2.42,False
5,2025-07-22,Metal Scrap,77.14,True
5,2025-07-22,Plastic Waste,42.9,True
5,2025-07-22,Electrical Waste,18.0,True
5,2025-07-22,Packaging Waste,25.26,False
1,2025-07-23,Metal Scrap,11.18,True
1,2025-07-23,Plastic Waste,5.95,True
1,2025-07-23,Electrical Waste,2.34,True
1,2025-07-23,Packaging Waste,3.94,False
2,2025-07-23,Metal Scrap,0.51,True
2,2025-07-23,Plastic Waste,0.27,True
2,2025-07-23,Electrical Waste,0.13,True
2,2025-07-23,Packaging Waste,0.18,False
3,2025-07-23,Metal Scrap,28.33,True
3,2025-07-23,Plastic Waste,13.8,True
3,2025-07-23,Electrical Waste,6.65,True
3,2025-07-23,Packaging Waste,8.28,False
4,2025-07-23,Metal Scrap,5.47,True
4,2025-07-23,Plastic Waste,2.55,True
4,2025-07-23,Electrical Waste,1.3,True
4,2025-07-23,Packaging Waste,1.95,False
5,2025-07-23,Metal Scrap,69.55,True
5,2025-07-23,Plastic Waste,30.48,True
5,2025-07-23,Electrical Waste,14.78,True
5,2025-07-23,Packaging Waste,21.05,False
1,2025-07-24,Metal Scrap,12.18,True
1,2025-07-24,Plastic Waste,5.21,True
1,2025-07-24,Electrical Waste,2.4,True
1,2025-07-24,Packaging Waste,3.93,False
2,2025-07-24,Metal Scrap,0.55,True
2,2025-07-24,Plastic Waste,0.28,True
2,2025-07-24,Electrical Waste,0.13,True
2,2025-07-24,Packaging Waste,0.21,False
3,2025-07-24,Metal Scrap,28.35,True
3,2025-07-24,Plastic Waste,15.78,True
3,2025-07-24,Electrical Waste,6.48,True
3,2025-07-24,Packaging Waste,9.07,False
4,2025-07-24,Metal Scrap,5.28,True
4,2025-07-24,Plastic Waste,2.8,True
4,2025-07-24,Electrical Waste,1.11,True
4,2025-07-24,Packaging Waste,1.78,False
5,2025-07-24,Metal Scrap,87.59,True
5,2025-07-24,Plastic Waste,40.09,True
5,2025-07-24,Electrical Waste,18.18,True
5,2025-07-24,Packaging Waste,30.31,False
1,2025-07-25,Metal Scrap,10.68,True
1,2025-07-25,Plastic Waste,5.15,True
1,2025-07-25,Electrical Waste,2.39,True
1,2025-07-25,Packaging Waste,3.37,False
2,2025-07-25,Metal Scrap,0.74,True
2,2025-07-25,Plastic Waste,0.4,True
2,2025-07-25,Electrical Waste,0.16,True
2,2025-07-25,Packaging Waste,0.22,False
3,2025-07-25,Metal Scrap,21.78,True
3,2025-07-25,Plastic Waste,11.75,True
3,2025-07-25,Electrical Waste,5.33,True
3,2025-07-25,Packaging Waste,8.1,False
4,2025-07-25,Metal Scrap,5.03,True
4,2025-07-25,Plastic Waste,2.68,True
4,2025-07-25,Electrical Waste,1.21,True
4,2025-07-25,Packaging Waste,1.6,False
5,2025-07-25,Metal Scrap,86.06,True
5,2025-07-25,Plastic Waste,39.74,True
5,2025-07-25,Electrical Waste,18.11,True
5,2025-07-25,Packaging Waste,29.9,False
1,2025-07-26,Metal Scrap,4.06,True
1,2025-07-26,Plastic Waste,1.83,True
1,2025-07-26,Electrical Waste,0.85,True
1,2025-07-26,Packaging Waste,1.33,False
2,2025-07-26,Metal Scrap,0.18,True
2,2025-07-26,Plastic Waste,0.09,True
2,2025-07-26,Electrical Waste,0.04,True
2,2025-07-26,Packaging Waste,0.07,False
3,2025-07-26,Metal Scrap,9.0,True
3,2025-07-26,Plastic Waste,4.08,True
3,2025-07-26,Electrical Waste,2.01,True
3,2025-07-26,Packaging Waste,2.77,False
4,2025-07-26,Metal Scrap,2.1,True
4,2025-07-26,Plastic Waste,0.97,True
4,2025-07-26,Electrical Waste,0.44,True
4,2025-07-26,Packaging Waste,0.7,False
5,2025-07-26,Metal Scrap,26.16,True
5,2025-07-26,Plastic Waste,11.88,True
5,2025-07-26,Electrical Waste,5.63,True
5,2025-07-26,Packaging Waste,9.33,False
1,2025-07-28,Metal Scrap,11.62,True
1,2025-07-28,Plastic Waste,5.7,True
1,2025-07-28,Electrical Waste,2.62,True
1,2025-07-28,Packaging Waste,3.7,False
2,2025-07-28,Metal Scrap,0.61,True
2,2025-07-28,Plastic Waste,0.33,True
2,2025-07-28,Electrical Waste,0.13,True
2,2025-07-28,Packaging Waste,0.2,False
3,2025-07-28,Metal Scrap,29.9,True
3,2025-07-28,Plastic Waste,13.91,True
3,2025-07-28,Electrical Waste,7.39,True
3,2025-07-28,Packaging Waste,10.88,False
4,2025-07-28,Metal Scrap,4.21,True
4,2025-07-28,Plastic Waste,2.18,True
4,2025-07-28,Electrical Waste,1.05,True
4,2025-07-28,Packaging Waste,1.35,False
5,2025-07-28,Metal Scrap,76.83,True
5,2025-07-28,Plastic Waste,40.69,True
5,2025-07-28,Electrical Waste,16.0,True
5,2025-07-28,Packaging Waste,25.35,False
1,2025-07-29,Metal Scrap,12.39,True
1,2025-07-29,Plastic Waste,6.72,True
1,2025-07-29,Electrical Waste,2.78,True
1,2025-07-29,Packaging Waste,4.07,False
2,2025-07-29,Metal Scrap,0.55,True
2,2025-07-29,Plastic Waste,0.28,True
2,2025-07-29,Electrical Waste,0.12,True
2,2025-07-29,Packaging Waste,0.17,False
3,2025-07-29,Metal Scrap,22.84,True
3,2025-07-29,Plastic Waste,11.76,True
3,2025-07-29,Electrical Waste,4.73,True
3,2025-07-29,Packaging Waste,6.64,False
4,2025-07-29,Metal Scrap,6.83,True
4,2025-07-29,Plastic Waste,3.72,True
4,2025-07-29,Electrical Waste,1.67,True
4,2025-07-29,Packaging Waste,2.29,False
5,2025-07-29,Metal Scrap,56.76,True
5,2025-07-29,Plastic Waste,30.08,True
5,2025-07-29,Electrical Waste,13.0,True
5,2025-07-29,Packaging Waste,20.33,False
1,2025-07-30,Metal Scrap,9.13,True
1,2025-07-30,Plastic Waste,4.3,True
1,2025-07-30,Electrical Waste,2.08,True
1,2025-07-30,Packaging Waste,2.92,False
2,2025-07-30,Metal Scrap,0.61,True
2,2025-07-30,Plastic Waste,0.33,True
2,2025-07-30,Electrical Waste,0.16,True
2,2025-07-30,Packaging Waste,0.22,False
3,2025-07-30,Metal Scrap,30.26,True
3,2025-07-30,Plastic Waste,14.27,True
3,2025-07-30,Electrical Waste,6.58,True
3,2025-07-30,Packaging Waste,9.17,False
4,2025-07-30,Metal Scrap,4.76,True
4,2025-07-30,Plastic Waste,2.57,True
4,2025-07-30,Electrical Waste,1.17,True
4,2025-07-30,Packaging Waste,1.79,False
5,2025-07-30,Metal Scrap,73.96,True
5,2025-07-30,Plastic Waste,36.2,True
5,2025-07-30,Electrical Waste,17.17,True
5,2025-07-30,Packaging Waste,26.21,False
1,2025-07-31,Metal Scrap,9.88,True
1,2025-07-31,Plastic Waste,5.68,True
1,2025-07-31,Electrical Waste,2.51,True
1,2025-07-31,Packaging Waste,3.56,False
2,2025-07-31,Metal Scrap,0.51,True
2,2025-07-31,Plastic Waste,0.27,True
2,2025-07-31,Electrical Waste,0.13,True
2,2025-07-31,Packaging Waste,0.18,False
3,2025-07-31,Metal Scrap,27.89,True
3,2025-07-31,Plastic Waste,12.74,True
3,2025-07-31,Electrical Waste,5.81,True
3,2025-07-31,Packaging Waste,8.65,False
4,2025-07-31,Metal Scrap,6.75,True
4,2025-07-31,Plastic Waste,3.37,True
4,2025-07-31,Electrical Waste,1.38,True
4,2025-07-31,Packaging Waste,2.28,False
5,2025-07-31,Metal Scrap,67.69,True
5,2025-07-31,Plastic Waste,40.82,True
5,2025-07-31,Electrical Waste,15.71,True
5,2025-07-31,Packaging Waste,27.49,False
1,2025-08-01,Metal Scrap,11.85,True
1,2025-08-01,Plastic Waste,6.24,True
1,2025-08-01,Electrical Waste,2.71,True
1,2025-08-01,Packaging Waste,3.92,False
2,2025-08-01,Metal Scrap,0.42,True
2,2025-08-01,Plastic Waste,0.24,True
2,2025-08-01,Electrical Waste,0.11,True
2,2025-08-01,Packaging Waste,0.15,False
3,2025-08-01,Metal Scrap,21.24,True
3,2025-08-01,Plastic Waste,11.48,True
3,2025-08-01,Electrical Waste,4.59,True
3,2025-08-01,Packaging Waste,7.69,False
4,2025-08-01,Metal Scrap,6.88,True
4,2025-08-01,Plastic Waste,3.11,True
4,2025-08-01,Electrical Waste,1.45,True
4,2025-08-01,Packaging Waste,1.94,False
5,2025-08-01,Metal Scrap,76.95,True
5,2025-08-01,Plastic Waste,42.65,True
5,2025-08-01,Electrical Waste,19.55,True
5,2025-08-01,Packaging Waste,29.82,False
1,2025-08-02,Metal Scrap,4.7,True
1,2025-08-02,Plastic Waste,2.45,True
1,2025-08-02,Electrical Waste,1.05,True
1,2025-08-02,Packaging Waste,1.56,False
2,2025-08-02,Metal Scrap,0.15,True
2,2025-08-02,Plastic Waste,0.07,True
2,2025-08-02,Electrical Waste,0.03,True
2,2025-08-02,Packaging Waste,0.05,False
3,2025-08-02,Metal Scrap,11.94,True
3,2025-08-02,Plastic Waste,5.39,True
3,2025-08-02,Electrical Waste,2.34,True
3,2025-08-02,Packaging Waste,3.88,False
4,2025-08-02,Metal Scrap,1.91,True
4,2025-08-02,Plastic Waste,0.98,True
