site_id,energy_source_id,energy_date,energy_consumption_kwh,energy_cost
4,2,2025-07-03,67.22,6.05
4,3,2025-07-03,33.61,1.68
4,4,2025-07-03,16.81,1.01
4,5,2025-07-03,50.42,3.53
5,1,2025-07-03,1033.63,186.05
5,2,2025-07-03,590.64,53.16
5,3,2025-07-03,295.32,14.77
5,4,2025-07-03,295.32,17.72
5,5,2025-07-03,738.3,51.68
1,1,2025-07-04,435.21,78.34
1,2,2025-07-04,217.61,19.58
1,3,2025-07-04,87.04,4.35
1,4,2025-07-04,43.52,2.61
1,5,2025-07-04,87.04,6.09
2,1,2025-07-04,21.78,3.92
2,2,2025-07-04,8.17,0.74
2,3,2025-07-04,5.44,0.27
2,4,2025-07-04,10.89,0.65
2,5,2025-07-04,8.17,0.57
3,1,2025-07-04,384.49,69.21
3,2,2025-07-04,109.86,9.89
3,3,2025-07-04,384.49,19.22
3,4,2025-07-04,109.86,6.59
3,5,2025-07-04,109.86,7.69
4,1,2025-07-04,167.59,30.17
4,2,2025-07-04,67.03,6.03
4,3,2025-07-04,33.52,1.68
4,4,2025-07-04,16.76,1.01
4,5,2025-07-04,50.28,3.52
5,1,2025-07-04,857.13,154.28
5,2,2025-07-04,489.79,44.08
5,3,2025-07-04,244.89,12.24
5,4,2025-07-04,244.89,14.69
5,5,2025-07-04,612.24,42.86
1,1,2025-07-05,217.32,39.12
1,2,2025-07-05,108.66,9.78
1,3,2025-07-05,43.47,2.17
1,4,2025-07-05,21.73,1.3
1,5,2025-07-05,43.47,3.04
2,1,2025-07-05,12.69,2.28
2,2,2025-07-05,4.76,0.43
2,3,2025-07-05,3.17,0.16
2,4,2025-07-05,6.35,0.38
2,5,2025-07-05,4.76,0.33
3,1,2025-07-05,322.1,57.98
3,2,2025-07-05,92.03,8.28
3,3,2025-07-05,322.1,16.11
3,4,2025-07-05,92.03,5.52
3,5,2025-07-05,92.03,6.44
4,1,2025-07-05,125.5,22.59
4,2,2025-07-05,50.2,4.52
4,3,2025-07-05,25.1,1.26
4,4,2025-07-05,12.55,0.75
4,5,2025-07-05,37.65,2.64
5,1,2025-07-05,556.46,100.16
5,2,2025-07-05,317.98,28.62
5,3,2025-07-05,158.99,7.95
5,4,2025-07-05,158.99,9.54
5,5,2025-07-05,397.47,27.82
1,1,2025-07-07,395.62,71.21
1,2,2025-07-07,197.81,17.8
1,3,2025-07-07,79.12,3.96
1,4,2025-07-07,39.56,2.37
1,5,2025-07-07,79.12,5.54
2,1,2025-07-07,26.34,4.74
2,2,2025-07-07,9.88,0.89
2,3,2025-07-07,6.58,0.33
2,4,2025-07-07,13.17,0.79
2,5,2025-07-07,9.88,0.69
3,1,2025-07-07,496.94,89.45
3,2,2025-07-07,141.98,12.78
3,3,2025-07-07,496.94,24.85
3,4,2025-07-07,141.98,8.52
3,5,2025-07-07,141.98,9.94
4,1,2025-07-07,173.23,31.18
4,2,2025-07-07,69.29,6.24
4,3,2025-07-07,34.65,1.73
4,4,2025-07-07,17.32,1.04
4,5,2025-07-07,51.97,3.64
5,1,2025-07-07,937.2,168.7
5,2,2025-07-07,535.54,48.2
5,3,2025-07-07,267.77,13.39
5,4,2025-07-07,267.77,16.07
5,5,2025-07-07,669.43,46.86
1,1,2025-07-08,280.19,50.43
1,2,2025-07-08,140.1,12.61
1,3,2025-07-08,56.04,2.8
1,4,2025-07-08,28.02,1.68
1,5,2025-07-08,56.04,3.92
2,1,2025-07-08,28.27,5.09
2,2,2025-07-08,10.6,0.95
2,3,2025-07-08,7.07,0.35
2,4,2025-07-08,14.13,0.85
2,5,2025-07-08,10.6,0.74
3,1,2025-07-08,480.69,86.52
3,2,2025-07-08,137.34,12.36
3,3,2025-07-08,480.69,24.03
3,4,2025-07-08,137.34,8.24
3,5,2025-07-08,137.34,9.61
4,1,2025-07-08,206.77,37.22
4,2,2025-07-08,82.71,7.44
4,3,2025-07-08,41.35,2.07
4,4,2025-07-08,20.68,1.24
4,5,2025-07-08,62.03,4.34
5,1,2025-07-08,776.16,139.71
5,2,2025-07-08,443.52,39.92
5,3,2025-07-08,221.76,11.09
5,4,2025-07-08,221.76,13.31
5,5,2025-07-08,554.4,38.81
1,1,2025-07-09,384.68,69.24
1,2,2025-07-09,192.34,17.31
1,3,2025-07-09,76.94,3.85
1,4,2025-07-09,38.47,2.31
1,5,2025-07-09,76.94,5.39
2,1,2025-07-09,18.86,3.39
2,2,2025-07-09,7.07,0.64
2,3,2025-07-09,4.71,0.24
2,4,2025-07-09,9.43,0.57
2,5,2025-07-09,7.07,0.49
3,1,2025-07-09,480.37,86.47
3,2,2025-07-09,137.25,12.35
3,3,2025-07-09,480.37,24.02
3,4,2025-07-09,137.25,8.23
3,5,2025-07-09,137.25,9.61
4,1,2025-07-09,200.79,36.14
4,2,2025-07-09,80.32,7.23
4,3,2025-07-09,40.16,2.01
4,4,2025-07-09,20.08,1.2
4,5,2025-07-09,60.24,4.22
5,1,2025-07-09,939.62,169.13
5,2,2025-07-09,536.93,48.32
5,3,2025-07-09,268.46,13.42
5,4,2025-07-09,268.46,16.11
5,5,2025-07-09,671.16,46.98
1,1,2025-07-10,357.42,64.34
1,2,2025-07-10,178.71,16.08
1,3,2025-07-10,71.48,3.57
1,4,2025-07-10,35.74,2.14
1,5,2025-07-10,71.48,5.0
2,1,2025-07-10,30.25,5.44
2,2,2025-07-10,11.34,1.02
2,3,2025-07-10,7.56,0.38
2,4,2025-07-10,15.13,0.91
2,5,2025-07-10,11.34,0.79
3,1,2025-07-10,364.36,65.58
3,2,2025-07-10,104.1,9.37
3,3,2025-07-10,364.36,18.22
3,4,2025-07-10,104.1,6.25
3,5,2025-07-10,104.1,7.29
4,1,2025-07-10,165.66,29.82
4,2,2025-07-10,66.26,5.96
4,3,2025-07-10,33.13,1.66
4,4,2025-07-10,16.57,0.99
4,5,2025-07-10,49.7,3.48
5,1,2025-07-10,997.61,179.57
5,2,2025-07-10,570.06,51.31
5,3,2025-07-10,285.03,14.25
5,4,2025-07-10,285.03,17.1
5,5,2025-07-10,712.58,49.88
1,1,2025-07-11,337.8,60.8
1,2,2025-07-11,168.9,15.2
1,3,2025-07-11,67.56,3.38
1,4,2025-07-11,33.78,2.03
1,5,2025-07-11,67.56,4.73
2,1,2025-07-11,17.72,3.19
2,2,2025-07-11,6.64,0.6
2,3,2025-07-11,4.43,0.22
2,4,2025-07-11,8.86,0.53
2,5,2025-07-11,6.64,0.46
3,1,2025-07-11,431.57,77.68
3,2,2025-07-11,123.31,11.1
3,3,2025-07-11,431.57,21.58
3,4,2025-07-11,123.31,7.4
3,5,2025-07-11,123.31,8.63
4,1,2025-07-11,177.1,31.88
4,2,2025-07-11,70.84,6.38
4,3,2025-07-11,35.42,1.77
4,4,2025-07-11,17.71,1.06
4,5,2025-07-11,53.13,3.72
5,1,2025-07-11,951.92,171.35
5,2,2025-07-11,543.95,48.96
5,3,2025-07-11,271.98,13.6
5,4,2025-07-11,271.98,16.32
5,5,2025-07-11,679.94,47.6
1,1,2025-07-12,250.69,45.12
1,2,2025-07-12,125.34,11.28
1,3,2025-07-12,50.14,2.51
1,4,2025-07-12,25.07,1.5
1,5,2025-07-12,50.14,3.51
2,1,2025-07-12,10.99,1.98
2,2,2025-07-12,4.12,0.37
2,3,2025-07-12,2.75,0.14
2,4,2025-07-12,5.49,0.33
2,5,2025-07-12,4.12,0.29
3,1,2025-07-12,205.43,36.98
3,2,2025-07-12,58.69,5.28
3,3,2025-07-12,205.43,10.27
3,4,2025-07-12,58.69,3.52
3,5,2025-07-12,58.69,4.11
4,1,2025-07-12,128.75,23.18
4,2,2025-07-12,51.5,4.63
4,3,2025-07-12,25.75,1.29
4,4,2025-07-12,12.88,0.77
4,5,2025-07-12,38.62,2.7
5,1,2025-07-12,565.1,101.72
5,2,2025-07-12,322.91,29.06
5,3,2025-07-12,161.46,8.07
5,4,2025-07-12,161.46,9.69
5,5,2025-07-12,403.64,28.25
1,1,2025-07-14,464.35,83.58
1,2,2025-07-14,232.18,20.9
1,3,2025-07-14,92.87,4.64
1,4,2025-07-14,46.44,2.79
1,5,2025-07-14,92.87,6.5
2,1,2025-07-14,27.99,5.04
2,2,2025-07-14,10.5,0.94
2,3,2025-07-14,7.0,0.35
2,4,2025-07-14,14.0,0.84
2,5,2025-07-14,10.5,0.74
3,1,2025-07-14,414.35,74.58
3,2,2025-07-14,118.39,10.66
3,3,2025-07-14,414.35,20.72
3,4,2025-07-14,118.39,7.1
3,5,2025-07-14,118.39,8.29
4,1,2025-07-14,178.53,32.14
4,2,2025-07-14,71.41,6.43
4,3,2025-07-14,35.71,1.79
4,4,2025-07-14,17.85,1.07
4,5,2025-07-14,53.56,3.75
5,1,2025-07-14,842.59,151.67
5,2,2025-07-14,481.48,43.33
5,3,2025-07-14,240.74,12.04
5,4,2025-07-14,240.74,14.44
5,5,2025-07-14,601.85,42.13
1,1,2025-07-15,300.87,54.16
1,2,2025-07-15,150.43,13.54
1,3,2025-07-15,60.17,3.01
1,4,2025-07-15,30.09,1.81
1,5,2025-07-15,60.17,4.21
2,1,2025-07-15,26.0,4.68
2,2,2025-07-15,9.75,0.88
2,3,2025-07-15,6.5,0.33
2,4,2025-07-15,13.0,0.78
2,5,2025-07-15,9.75,0.68
3,1,2025-07-15,331.48,59.67
3,2,2025-07-15,94.71,8.52
3,3,2025-07-15,331.48,16.57
3,4,2025-07-15,94.71,5.68
3,5,2025-07-15,94.71,6.63
4,1,2025-07-15,234.68,42.24
4,2,2025-07-15,93.87,8.45
4,3,2025-07-15,46.94,2.35
4,4,2025-07-15,23.47,1.41
4,5,2025-07-15,70.4,4.93
5,1,2025-07-15,845.89,152.26
5,2,2025-07-15,483.36,43.5
5,3,2025-07-15,241.68,12.08
5,4,2025-07-15,241.68,14.5
5,5,2025-07-15,604.21,42.29
1,1,2025-07-16,383.7,69.07
1,2,2025-07-16,191.85,17.27
1,3,2025-07-16,76.74,3.84
1,4,2025-07-16,38.37,2.3
1,5,2025-07-16,76.74,5.37
2,1,2025-07-16,16.96,3.05
2,2,2025-07-16,6.36,0.57
2,3,2025-07-16,4.24,0.21
2,4,2025-07-16,8.48,0.51
2,5,2025-07-16,6.36,0.45
3,1,2025-07-16,455.28,81.95
3,2,2025-07-16,130.08,11.71
3,3,2025-07-16,455.28,22.76
3,4,2025-07-16,130.08,7.8
3,5,2025-07-16,130.08,9.11
4,1,2025-07-16,182.19,32.79
4,2,2025-07-16,72.88,6.56
4,3,2025-07-16,36.44,1.82
4,4,2025-07-16,18.22,1.09
4,5,2025-07-16,54.66,3.83
5,1,2025-07-16,944.6,170.03
5,2,2025-07-16,539.77,48.58
5,3,2025-07-16,269.89,13.49
5,4,2025-07-16,269.89,16.19
5,5,2025-07-16,674.72,47.23
1,1,2025-07-17,334.4,60.19
1,2,2025-07-17,167.2,15.05
1,3,2025-07-17,66.88,3.34
1,4,2025-07-17,33.44,2.01
1,5,2025-07-17,66.88,4.68
2,1,2025-07-17,20.24,3.64
2,2,2025-07-17,7.59,0.68
2,3,2025-07-17,5.06,0.25
2,4,2025-07-17,10.12,0.61
2,5,2025-07-17,7.59,0.53
3,1,2025-07-17,471.88,84.94
3,2,2025-07-17,134.82,12.13
3,3,2025-07-17,471.88,23.59
3,4,2025-07-17,134.82,8.09
3,5,2025-07-17,134.82,9.44
4,1,2025-07-17,209.07,37.63
4,2,2025-07-17,83.63,7.53
4,3,2025-07-17,41.81,2.09
4,4,2025-07-17,20.91,1.25
4,5,2025-07-17,62.72,4.39
5,1,2025-07-17,1085.85,195.45
5,2,2025-07-17,620.49,55.84
5,3,2025-07-17,310.24,15.51
5,4,2025-07-17,310.24,18.61
5,5,2025-07-17,775.61,54.29
1,1,2025-07-18,415.73,74.83
1,2,2025-07-18,207.86,18.71
1,3,2025-07-18,83.15,4.16
1,4,2025-07-18,41.57,2.49
1,5,2025-07-18,83.15,5.82
2,1,2025-07-18,17.09,3.08
2,2,2025-07-18,6.41,0.58
2,3,2025-07-18,4.27,0.21
2,4,2025-07-18,8.54,0.51
2,5,2025-07-18,6.41,0.45
3,1,2025-07-18,455.12,81.92
3,2,2025-07-18,130.03,11.7
3,3,2025-07-18,455.12,22.76
3,4,2025-07-18,130.03,7.8
3,5,2025-07-18,130.03,9.1
4,1,2025-07-18,185.0,33.3
4,2,2025-07-18,74.0,6.66
4,3,2025-07-18,37.0,1.85
4,4,2025-07-18,18.5,1.11
4,5,2025-07-18,55.5,3.89
5,1,2025-07-18,936.09,168.5
5,2,2025-07-18,534.91,48.14
5,3,2025-07-18,267.45,13.37
5,4,2025-07-18,267.45,16.05
5,5,2025-07-18,668.63,46.8
1,1,2025-07-19,202.81,36.51
1,2,2025-07-19,101.41,9.13
1,3,2025-07-19,40.56,2.03
1,4,2025-07-19,20.28,1.22
1,5,2025-07-19,40.56,2.84
2,1,2025-07-19,10.49,1.89
2,2,2025-07-19,3.93,0.35
2,3,2025-07-19,2.62,0.13
2,4,2025-07-19,5.25,0.32
2,5,2025-07-19,3.93,0.28
3,1,2025-07-19,252.21,45.4
3,2,2025-07-19,72.06,6.49
3,3,2025-07-19,252.21,12.61
3,4,2025-07-19,72.06,4.32
3,5,2025-07-19,72.06,5.04
4,1,2025-07-19,107.69,19.38
4,2,2025-07-19,43.08,3.88
4,3,2025-07-19,21.54,1.08
4,4,2025-07-19,10.77,0.65
4,5,2025-07-19,32.31,2.26
5,1,2025-07-19,693.22,124.78
5,2,2025-07-19,396.13,35.65
5,3,2025-07-19,198.06,9.9
5,4,2025-07-19,198.06,11.88
5,5,2025-07-19,495.16,34.66
1,1,2025-07-21,410.75,73.94
1,2,2025-07-21,205.38,18.48
1,3,2025-07-21,82.15,4.11
1,4,2025-07-21,41.08,2.46
1,5,2025-07-21,82.15,5.75
2,1,2025-07-21,16.55,2.98
2,2,2025-07-21,6.21,0.56
2,3,2025-07-21,4.14,0.21
2,4,2025-07-21,8.27,0.5
2,5,2025-07-21,6.21,0.43
3,1,2025-07-21,469.47,84.5
3,2,2025-07-21,134.13,12.07
3,3,2025-07-21,469.47,23.47
3,4,2025-07-21,134.13,8.05
3,5,2025-07-21,134.13,9.39
4,1,2025-07-21,169.37,30.49
4,2,2025-07-21,67.75,6.1
4,3,2025-07-21,33.87,1.69
4,4,2025-07-21,16.94,1.02
4,5,2025-07-21,50.81,3.56
5,1,2025-07-21,803.37,144.61
5,2,2025-07-21,459.07,41.32
5,3,2025-07-21,229.53,11.48
5,4,2025-07-21,229.53,13.77
5,5,2025-07-21,573.83,40.17
1,1,2025-07-22,305.18,54.93
1,2,2025-07-22,152.59,13.73
1,3,2025-07-22,61.04,3.05
1,4,2025-07-22,30.52,1.83
1,5,2025-07-22,61.04,4.27
2,1,2025-07-22,18.8,3.38
2,2,2025-07-22,7.05,0.63
2,3,2025-07-22,4.7,0.24
2,4,2025-07-22,9.4,0.56
2,5,2025-07-22,7.05,0.49
3,1,2025-07-22,462.85,83.31
3,2,2025-07-22,132.24,11.9
3,3,2025-07-22,462.85,23.14
3,4,2025-07-22,132.24,7.93
3,5,2025-07-22,132.24,9.26
4,1,2025-07-22,221.75,39.91
4,2,2025-07-22,88.7,7.98
4,3,2025-07-22,44.35,2.22
4,4,2025-07-22,22.18,1.33
4,5,2025-07-22,66.52,4.66
5,1,2025-07-22,954.79,171.86
5,2,2025-07-22,545.6,49.1
5,3,2025-07-22,272.8,13.64
5,4,2025-07-22,272.8,16.37
5,5,2025-07-22,682.0,47.74
1,1,2025-07-23,384.12,69.14
1,2,2025-07-23,192.06,17.29
1,3,2025-07-23,76.82,3.84
1,4,2025-07-23,38.41,2.3
1,5,2025-07-23,76.82,5.38
2,1,2025-07-23,23.71,4.27
2,2,2025-07-23,8.89,0.8
2,3,2025-07-23,5.93,0.3
2,4,2025-07-23,11.86,0.71
2,5,2025-07-23,8.89,0.62
3,1,2025-07-23,419.74,75.55
3,2,2025-07-23,119.93,10.79
3,3,2025-07-23,419.74,20.99
3,4,2025-07-23,119.93,7.2
3,5,2025-07-23,119.93,8.4
4,1,2025-07-23,168.59,30.35
4,2,2025-07-23,67.44,6.07
4,3,2025-07-23,33.72,1.69
4,4,2025-07-23,16.86,1.01
4,5,2025-07-23,50.58,3.54
5,1,2025-07-23,839.57,151.12
5,2,2025-07-23,479.76,43.18
5,3,2025-07-23,239.88,11.99
5,4,2025-07-23,239.88,14.39
5,5,2025-07-23,599.7,41.98
1,1,2025-07-24,386.17,69.51
1,2,2025-07-24,193.09,17.38
1,3,2025-07-24,77.23,3.86
1,4,2025-07-24,38.62,2.32
1,5,2025-07-24,77.23,5.41
2,1,2025-07-24,23.69,4.26
2,2,2025-07-24,8.88,0.8
2,3,2025-07-24,5.92,0.3
2,4,2025-07-24,11.84,0.71
2,5,2025-07-24,8.88,0.62
3,1,2025-07-24,488.07,87.85
3,2,2025-07-24,139.45,12.55
3,3,2025-07-24,488.07,24.4
3,4,2025-07-24,139.45,8.37
3,5,2025-07-24,139.45,9.76
4,1,2025-07-24,168.66,30.36
4,2,2025-07-24,67.46,6.07
4,3,2025-07-24,33.73,1.69
4,4,2025-07-24,16.87,1.01
4,5,2025-07-24,50.6,3.54
5,1,2025-07-24,1078.34,194.1
5,2,2025-07-24,616.2,55.46
5,3,2025-07-24,308.1,15.41
5,4,2025-07-24,308.1,18.49
5,5,2025-07-24,770.25,53.92
1,1,2025-07-25,348.8,62.78
1,2,2025-07-25,174.4,15.7
1,3,2025-07-25,69.76,3.49
1,4,2025-07-25,34.88,2.09
1,5,2025-07-25,69.76,4.88
2,1,2025-07-25,29.97,5.39
2,2,2025-07-25,11.24,1.01
2,3,2025-07-25,7.49,0.37
2,4,2025-07-25,14.98,0.9
2,5,2025-07-25,11.24,0.79
3,1,2025-07-25,358.85,64.59
3,2,2025-07-25,102.53,9.23
3,3,2025-07-25,358.85,17.94
3,4,2025-07-25,102.53,6.15
3,5,2025-07-25,102.53,7.18
4,1,2025-07-25,172.29,31.01
4,2,2025-07-25,68.92,6.2
4,3,2025-07-25,34.46,1.72
4,4,2025-07-25,17.23,1.03
4,5,2025-07-25,51.69,3.62
5,1,2025-07-25,1063.73,191.47
5,2,2025-07-25,607.85,54.71
5,3,2025-07-25,303.92,15.2
5,4,2025-07-25,303.92,18.24
5,5,2025-07-25,759.81,53.19
1,1,2025-07-26,216.17,38.91
1,2,2025-07-26,108.08,9.73
1,3,2025-07-26,43.23,2.16
1,4,2025-07-26,21.62,1.3
1,5,2025-07-26,43.23,3.03
2,1,2025-07-26,13.6,2.45
2,2,2025-07-26,5.1,0.46
2,3,2025-07-26,3.4,0.17
2,4,2025-07-26,6.8,0.41
2,5,2025-07-26,5.1,0.36
3,1,2025-07-26,233.62,42.05
3,2,2025-07-26,66.75,6.01
3,3,2025-07-26,233.62,11.68
3,4,2025-07-26,66.75,4.0
3,5,2025-07-26,66.75,4.67
4,1,2025-07-26,105.05,18.91
4,2,2025-07-26,42.02,3.78
4,3,2025-07-26,21.01,1.05
4,4,2025-07-26,10.51,0.63
4,5,2025-07-26,31.51,2.21
5,1,2025-07-26,526.95,94.85
5,2,2025-07-26,301.11,27.1
5,3,2025-07-26,150.56,7.53
5,4,2025-07-26,150.56,9.03
5,5,2025-07-26,376.39,26.35
1,1,2025-07-28,378.38,68.11
1,2,2025-07-28,189.19,17.03
1,3,2025-07-28,75.68,3.78
1,4,2025-07-28,37.84,2.27
1,5,2025-07-28,75.68,5.3
2,1,2025-07-28,25.41,4.57
2,2,2025-07-28,9.53,0.86
2,3,2025-07-28,6.35,0.32
2,4,2025-07-28,12.7,0.76
2,5,2025-07-28,9.53,0.67
3,1,2025-07-28,474.2,85.36
3,2,2025-07-28,135.49,12.19
3,3,2025-07-28,474.2,23.71
3,4,2025-07-28,135.49,8.13
3,5,2025-07-28,135.49,9.48
4,1,2025-07-28,144.53,26.02
4,2,2025-07-28,57.81,5.2
4,3,2025-07-28,28.91,1.45
4,4,2025-07-28,14.45,0.87
4,5,2025-07-28,43.36,3.04
5,1,2025-07-28,917.08,165.07
5,2,2025-07-28,524.05,47.16
5,3,2025-07-28,262.02,13.1
5,4,2025-07-28,262.02,15.72
5,5,2025-07-28,655.06,45.85
1,1,2025-07-29,411.6,74.09
1,2,2025-07-29,205.8,18.52
1,3,2025-07-29,82.32,4.12
1,4,2025-07-29,41.16,2.47
1,5,2025-07-29,82.32,5.76
2,1,2025-07-29,21.72,3.91
2,2,2025-07-29,8.15,0.73
2,3,2025-07-29,5.43,0.27
2,4,2025-07-29,10.86,0.65
2,5,2025-07-29,8.15,0.57
3,1,2025-07-29,333.1,59.96
3,2,2025-07-29,95.17,8.57
3,3,2025-07-29,333.1,16.66
3,4,2025-07-29,95.17,5.71
3,5,2025-07-29,95.17,6.66
4,1,2025-07-29,231.56,41.68
4,2,2025-07-29,92.62,8.34
4,3,2025-07-29,46.31,2.32
4,4,2025-07-29,23.16,1.39
4,5,2025-07-29,69.47,4.86
5,1,2025-07-29,687.08,123.67
5,2,2025-07-29,392.62,35.34
5,3,2025-07-29,196.31,9.82
5,4,2025-07-29,196.31,11.78
5,5,2025-07-29,490.77,34.35
1,1,2025-07-30,319.81,57.57
1,2,2025-07-30,159.91,14.39
1,3,2025-07-30,63.96,3.2
1,4,2025-07-30,31.98,1.92
1,5,2025-07-30,63.96,4.48
2,1,2025-07-30,26.33,4.74
2,2,2025-07-30,9.87,0.89
2,3,2025-07-30,6.58,0.33
2,4,2025-07-30,13.16,0.79
2,5,2025-07-30,9.87,0.69
3,1,2025-07-30,475.28,85.55
3,2,2025-07-30,135.79,12.22
3,3,2025-07-30,475.28,23.76
3,4,2025-07-30,135.79,8.15
3,5,2025-07-30,135.79,9.51
4,1,2025-07-30,173.2,31.18
4,2,2025-07-30,69.28,6.24
4,3,2025-07-30,34.64,1.73
4,4,2025-07-30,17.32,1.04
4,5,2025-07-30,51.96,3.64
5,1,2025-07-30,874.43,157.4
5,2,2025-07-30,499.67,44.97
5,3,2025-07-30,249.84,12.49
5,4,2025-07-30,249.84,14.99
5,5,2025-07-30,624.59,43.72
1,1,2025-07-31,356.33,64.14
1,2,2025-07-31,178.17,16.04
1,3,2025-07-31,71.27,3.56
1,4,2025-07-31,35.63,2.14
1,5,2025-07-31,71.27,4.99
2,1,2025-07-31,24.77,4.46
2,2,2025-07-31,9.29,0.84
2,3,2025-07-31,6.19,0.31
2,4,2025-07-31,12.39,0.74
2,5,2025-07-31,9.29,0.65
3,1,2025-07-31,445.34,80.16
3,2,2025-07-31,127.24,11.45
3,3,2025-07-31,445.34,22.27
3,4,2025-07-31,127.24,7.63
3,5,2025-07-31,127.24,8.91
4,1,2025-07-31,199.57,35.92
4,2,2025-07-31,79.83,7.18
4,3,2025-07-31,39.91,2.0
4,4,2025-07-31,19.96,1.2
4,5,2025-07-31,59.87,4.19
5,1,2025-07-31,943.38,169.81
5,2,2025-07-31,539.08,48.52
5,3,2025-07-31,269.54,13.48
5,4,2025-07-31,269.54,16.17
5,5,2025-07-31,673.85,47.17
1,1,2025-08-01,387.48,69.75
1,2,2025-08-01,193.74,17.44
1,3,2025-08-01,77.5,3.88
1,4,2025-08-01,38.75,2.32
1,5,2025-08-01,77.5,5.43
2,1,2025-08-01,19.98,3.6
2,2,2025-08-01,7.49,0.67
2,3,2025-08-01,4.99,0.25
2,4,2025-08-01,9.99,0.6
2,5,2025-08-01,7.49,0.52
3,1,2025-08-01,329.23,59.26
3,2,2025-08-01,94.06,8.47
3,3,2025-08-01,329.23,16.46
3,4,2025-08-01,94.06,5.64
3,5,2025-08-01,94.06,6.58
4,1,2025-08-01,214.12,38.54
4,2,2025-08-01,85.65,7.71
4,3,2025-08-01,42.82,2.14
4,4,2025-08-01,21.41,1.28
4,5,2025-08-01,64.23,4.5
5,1,2025-08-01,1023.04,184.15
5,2,2025-08-01,584.59,52.61
5,3,2025-08-01,292.3,14.62
5,4,2025-08-01,292.3,17.54
5,5,2025-08-01,730.74,51.15
1,1,2025-08-02,248.28,44.69
1,2,2025-08-02,124.14,11.17
1,3,2025-08-02,49.66,2.48
1,4,2025-08-02,24.83,1.49
1,5,2025-08-02,49.66,3.48
2,1,2025-08-02,10.38,1.87
2,2,2025-08-02,3.89,0.35
2,3,2025-08-02,2.6,0.13
2,4,2025-08-02,5.19,0.31
2,5,2025-08-02,3.89,0.27
3,1,2025-08-02,301.59,54.29
3,2,2025-08-02,86.17,7.76
3,3,2025-08-02,301.59,15.08
3,4,2025-08-02,86.17,5.17
3,5,2025-08-02,86.17,6.03
4,1,2025-08-02,114.19,20.55
4,2,2025-08-02,45.68,4.11
4,3,2025-08-02,22.84,1.14
4,4,2025-08-02,11.42,0.69
4,5,2025-08-02,34.26,2.4
5,1,2025-08-02,594.55,107.02
5,2,2025-08-02,339.74,30.58
5,3,2025-08-02,169.87,8.49
5,4,2025-08-02,169.87,10.19
5,5,2025-08-02,424.68,29.73
1,1,2025-08-04,436.44,78.56
1,2,2025-08-04,218.22,19.64
1,3,2025-08-04,87.29,4.36
1,4,2025-08-04,43.64,2.62
1,5,2025-08-04,87.29,6.11
2,1,2025-08-04,27.79,5.0
2,2,2025-08-04,10.42,0.94
2,3,2025-08-04,6.95,0.35
2,4,2025-08-04,13.89,0.83
2,5,2025-08-04,10.42,0.73
3,1,2025-08-04,520.03,93.61
3,2,2025-08-04,148.58,13.37
3,3,2025-08-04,520.03,26.0
3,4,2025-08-04,148.58,8.91
3,5,2025-08-04,148.58,10.4
4,1,2025-08-04,216.28,38.93
4,2,2025-08-04,86.51,7.79
4,3,2025-08-04,43.26,2.16
4,4,2025-08-04,21.63,1.3
4,5,2025-08-04,64.89,4.54
5,1,2025-08-04,1013.69,182.46
5,2,2025-08-04,579.25,52.13
5,3,2025-08-04,289.63,14.48
5,4,2025-08-04,289.63,17.38
5,5,2025-08-04,724.07,50.68
1,1,2025-08-05,370.78,66.74
1,2,2025-08-05,185.39,16.69
1,3,2025-08-05,74.16,3.71
1,4,2025-08-05,37.08,2.22
1,5,2025-08-05,74.16,5.19
2,1,2025-08-05,22.9,4.12
2,2,2025-08-05,8.59,0.77
2,3,2025-08-05,5.73,0.29
2,4,2025-08-05,11.45,0.69
2,5,2025-08-05,8.59,0.6
3,1,2025-08-05,415.93,74.87
3,2,2025-08-05,118.84,10.7
3,3,2025-08-05,415.93,20.8
3,4,2025-08-05,118.84,7.13
3,5,2025-08-05,118.84,8.32
4,1,2025-08-05,196.97,35.45
4,2,2025-08-05,78.79,7.09
4,3,2025-08-05,39.4,1.97
4,4,2025-08-05,19.7,1.18
4,5,2025-08-05,59.09,4.14
5,1,2025-08-05,717.97,129.23
5,2,2025-08-05,410.27,36.92
5,3,2025-08-05,205.13,10.26
5,4,2025-08-05,205.13,12.31
5,5,2025-08-05,512.83,35.9
1,1,2025-08-06,337.35,60.72
1,2,2025-08-06,168.67,15.18
1,3,2025-08-06,67.47,3.37
1,4,2025-08-06,33.73,2.02
1,5,2025-08-06,67.47,4.72
2,1,2025-08-06,23.61,4.25
2,2,2025-08-06,8.85,0.8
2,3,2025-08-06,5.9,0.3
2,4,2025-08-06,11.81,0.71
2,5,2025-08-06,8.85,0.62
3,1,2025-08-06,371.22,66.82
3,2,2025-08-06,106.06,9.55
3,3,2025-08-06,371.22,18.56
3,4,2025-08-06,106.06,6.36
3,5,2025-08-06,106.06,7.42
4,1,2025-08-06,208.73,37.57
4,2,2025-08-06,83.49,7.51
4,3,2025-08-06,41.75,2.09
4,4,2025-08-06,20.87,1.25
4,5,2025-08-06,62.62,4.38
5,1,2025-08-06,1101.05,198.19
5,2,2025-08-06,629.17,56.63
5,3,2025-08-06,314.59,15.73
5,4,2025-08-06,314.59,18.88
5,5,2025-08-06,786.46,55.05
